,scenario_name,scenario_variant,variable,use_technology_fuel,model,time_resolution,timestamp,value
3220,abroad-nores-full,reference,electricity_consumption_typical_day,road_private,secmod,typical-day,01.02.2050 12:00,2.15656343743783
3221,abroad-nores-full,reference,electricity_consumption_typical_day,road_private,secmod,typical-day,01.02.2050 13:00,2.298833258045488
3222,abroad-nores-full,reference,electricity_consumption_typical_day,road_private,secmod,typical-day,01.02.2050 14:00,2.359770047043724
3223,abroad-nores-full,reference,electricity_consumption_typical_day,road_private,secmod,typical-day,01.02.2050 15:00,2.526473523
3224,abroad-nores-full,reference,electricity_consumption_typical_day,road_private,secmod,typical-day,01.02.2050 16:00,2.9958220504708164
3225,abroad-nores-full,reference,electricity_consumption_typical_day,road_private,secmod,typical-day,01.02.2050 17:00,3.24021945
3226,abroad-nores-full,reference,electricity_consumption_typical_day,road_private,secmod,typical-day,01.02.2050 18:00,2.700019189661764
3227,abroad-nores-full,reference,electricity_consumption_typical_day,road_private,secmod,typical-day,01.02.2050 19:00,1.875049356471356
3228,abroad-nores-full,reference,electricity_consumption_typical_day,road_private,secmod,typical-day,01.02.2050 20:00,1.242155996345292
3229,abroad-nores-full,reference,electricity_consumption_typical_day,road_private,secmod,typical-day,01.02.2050 21:00,0.9684910284045612
3230,abroad-nores-full,reference,electricity_consumption_typical_day,road_private,secmod,typical-day,01.02.2050 22:00,0.8459550415544174
3231,abroad-nores-full,reference,electricity_consumption_typical_day,road_private,secmod,typical-day,01.02.2050 23:00,0.6245594931500112
3232,abroad-nores-full,reference,electricity_consumption_typical_day,road_private,secmod,typical-day,01.07.2050 00:00,0.3711154747602982
3233,abroad-nores-full,reference,electricity_consumption_typical_day,road_private,secmod,typical-day,01.07.2050 01:00,0.2244727082240844
3234,abroad-nores-full,reference,electricity_consumption_typical_day,road_private,secmod,typical-day,01.07.2050 02:00,0.1588649987748482
3235,abroad-nores-full,reference,electricity_consumption_typical_day,road_private,secmod,typical-day,01.07.2050 03:00,0.1615262064928811
3236,abroad-nores-full,reference,electricity_consumption_typical_day,road_private,secmod,typical-day,01.07.2050 04:00,0.279956573000703
3237,abroad-nores-full,reference,electricity_consumption_typical_day,road_private,secmod,typical-day,01.07.2050 05:00,0.7699080603788933
3238,abroad-nores-full,reference,electricity_consumption_typical_day,road_private,secmod,typical-day,01.07.2050 06:00,1.8508559194710128
3239,abroad-nores-full,reference,electricity_consumption_typical_day,road_private,secmod,typical-day,01.07.2050 07:00,2.364623703
3240,abroad-nores-full,reference,electricity_consumption_typical_day,road_private,secmod,typical-day,01.07.2050 08:00,2.163293423200441
