,scenario_name,scenario_variant,model,time_resolution,timestamp,variable,use_technology_fuel,value
214,abroad-nores-full,reference,secmod,typical-day,2050-02-01 22:00:00,electricity_supply_typical_day,net_imports,9.71417341
215,abroad-nores-full,reference,secmod,typical-day,2050-02-01 23:00:00,electricity_supply_typical_day,net_imports,11.156543974
216,abroad-nores-full,reference,secmod,typical-day,2050-07-01 00:00:00,electricity_supply_typical_day,net_imports,0.0
217,abroad-nores-full,reference,secmod,typical-day,2050-07-01 01:00:00,electricity_supply_typical_day,net_imports,0.0
218,abroad-nores-full,reference,secmod,typical-day,2050-07-01 02:00:00,electricity_supply_typical_day,net_imports,0.0
219,abroad-nores-full,reference,secmod,typical-day,2050-07-01 03:00:00,electricity_supply_typical_day,net_imports,0.0
220,abroad-nores-full,reference,secmod,typical-day,2050-07-01 04:00:00,electricity_supply_typical_day,net_imports,0.0
221,abroad-nores-full,reference,secmod,typical-day,2050-07-01 05:00:00,electricity_supply_typical_day,net_imports,0.0
222,abroad-nores-full,reference,secmod,typical-day,2050-07-01 06:00:00,electricity_supply_typical_day,net_imports,0.0
223,abroad-nores-full,reference,secmod,typical-day,2050-07-01 07:00:00,electricity_supply_typical_day,net_imports,0.0
224,abroad-nores-full,reference,secmod,typical-day,2050-07-01 08:00:00,electricity_supply_typical_day,net_imports,0.0
225,abroad-nores-full,reference,secmod,typical-day,2050-07-01 09:00:00,electricity_supply_typical_day,net_imports,0.0
226,abroad-nores-full,reference,secmod,typical-day,2050-07-01 10:00:00,electricity_supply_typical_day,net_imports,0.0
227,abroad-nores-full,reference,secmod,typical-day,2050-07-01 11:00:00,electricity_supply_typical_day,net_imports,0.0
228,abroad-nores-full,reference,secmod,typical-day,2050-07-01 12:00:00,electricity_supply_typical_day,net_imports,0.0
229,abroad-nores-full,reference,secmod,typical-day,2050-07-01 13:00:00,electricity_supply_typical_day,net_imports,0.0
230,abroad-nores-full,reference,secmod,typical-day,2050-07-01 14:00:00,electricity_supply_typical_day,net_imports,0.9332409069999992
231,abroad-nores-full,reference,secmod,typical-day,2050-07-01 15:00:00,electricity_supply_typical_day,net_imports,0.0
232,abroad-nores-full,reference,secmod,typical-day,2050-07-01 16:00:00,electricity_supply_typical_day,net_imports,0.66625418
233,abroad-nores-full,reference,secmod,typical-day,2050-07-01 17:00:00,electricity_supply_typical_day,net_imports,0.0
234,abroad-nores-full,reference,secmod,typical-day,2050-07-01 18:00:00,electricity_supply_typical_day,net_imports,0.0
235,abroad-nores-full,reference,secmod,typical-day,2050-07-01 19:00:00,electricity_supply_typical_day,net_imports,0.0
236,abroad-nores-full,reference,secmod,typical-day,2050-07-01 20:00:00,electricity_supply_typical_day,net_imports,0.0
237,abroad-nores-full,reference,secmod,typical-day,2050-07-01 21:00:00,electricity_supply_typical_day,net_imports,0.0
238,abroad-nores-full,reference,secmod,typical-day,2050-07-01 22:00:00,electricity_supply_typical_day,net_imports,0.0
239,abroad-nores-full,reference,secmod,typical-day,2050-07-01 23:00:00,electricity_supply_typical_day,net_imports,0.0
240,abroad-nores-full,reference,stem,typical-day,2050-02-01 00:00:00,electricity_supply_typical_day,net_imports,2.9043378800000004
241,abroad-nores-full,reference,stem,typical-day,2050-02-01 01:00:00,electricity_supply_typical_day,net_imports,4.4627937410000005
242,abroad-nores-full,reference,stem,typical-day,2050-02-01 02:00:00,electricity_supply_typical_day,net_imports,4.601156302
243,abroad-nores-full,reference,stem,typical-day,2050-02-01 03:00:00,electricity_supply_typical_day,net_imports,4.885770665
244,abroad-nores-full,reference,stem,typical-day,2050-02-01 04:00:00,electricity_supply_typical_day,net_imports,4.989402331
245,abroad-nores-full,reference,stem,typical-day,2050-02-01 05:00:00,electricity_supply_typical_day,net_imports,4.7766007440000005
246,abroad-nores-full,reference,stem,typical-day,2050-02-01 06:00:00,electricity_supply_typical_day,net_imports,4.3874348759999995
247,abroad-nores-full,reference,stem,typical-day,2050-02-01 07:00:00,electricity_supply_typical_day,net_imports,2.8179149910000003
248,abroad-nores-full,reference,stem,typical-day,2050-02-01 08:00:00,electricity_supply_typical_day,net_imports,2.971550023
249,abroad-nores-full,reference,stem,typical-day,2050-02-01 09:00:00,electricity_supply_typical_day,net_imports,3.7566146739999997
250,abroad-nores-full,reference,stem,typical-day,2050-02-01 10:00:00,electricity_supply_typical_day,net_imports,3.979307189
251,abroad-nores-full,reference,stem,typical-day,2050-02-01 11:00:00,electricity_supply_typical_day,net_imports,4.063194862
252,abroad-nores-full,reference,stem,typical-day,2050-02-01 12:00:00,electricity_supply_typical_day,net_imports,4.10015438
253,abroad-nores-full,reference,stem,typical-day,2050-02-01 13:00:00,electricity_supply_typical_day,net_imports,2.839963721
254,abroad-nores-full,reference,stem,typical-day,2050-02-01 14:00:00,electricity_supply_typical_day,net_imports,1.320539783
255,abroad-nores-full,reference,stem,typical-day,2050-02-01 15:00:00,electricity_supply_typical_day,net_imports,0.0
256,abroad-nores-full,reference,stem,typical-day,2050-02-01 16:00:00,electricity_supply_typical_day,net_imports,0.0
257,abroad-nores-full,reference,stem,typical-day,2050-02-01 17:00:00,electricity_supply_typical_day,net_imports,0.0
258,abroad-nores-full,reference,stem,typical-day,2050-02-01 18:00:00,electricity_supply_typical_day,net_imports,0.0
259,abroad-nores-full,reference,stem,typical-day,2050-02-01 19:00:00,electricity_supply_typical_day,net_imports,0.0
260,abroad-nores-full,reference,stem,typical-day,2050-02-01 20:00:00,electricity_supply_typical_day,net_imports,0.0
261,abroad-nores-full,reference,stem,typical-day,2050-02-01 21:00:00,electricity_supply_typical_day,net_imports,0.0
262,abroad-nores-full,reference,stem,typical-day,2050-02-01 22:00:00,electricity_supply_typical_day,net_imports,0.0
263,abroad-nores-full,reference,stem,typical-day,2050-02-01 23:00:00,electricity_supply_typical_day,net_imports,0.9242153569999996
264,abroad-nores-full,reference,stem,typical-day,2050-07-01 00:00:00,electricity_supply_typical_day,net_imports,0.0
265,abroad-nores-full,reference,stem,typical-day,2050-07-01 01:00:00,electricity_supply_typical_day,net_imports,0.0
266,abroad-nores-full,reference,stem,typical-day,2050-07-01 02:00:00,electricity_supply_typical_day,net_imports,0.0
267,abroad-nores-full,reference,stem,typical-day,2050-07-01 03:00:00,electricity_supply_typical_day,net_imports,0.0
268,abroad-nores-full,reference,stem,typical-day,2050-07-01 04:00:00,electricity_supply_typical_day,net_imports,0.0
269,abroad-nores-full,reference,stem,typical-day,2050-07-01 05:00:00,electricity_supply_typical_day,net_imports,0.0
270,abroad-nores-full,reference,stem,typical-day,2050-07-01 06:00:00,electricity_supply_typical_day,net_imports,0.0
271,abroad-nores-full,reference,stem,typical-day,2050-07-01 07:00:00,electricity_supply_typical_day,net_imports,0.0
272,abroad-nores-full,reference,stem,typical-day,2050-07-01 08:00:00,electricity_supply_typical_day,net_imports,0.0
273,abroad-nores-full,reference,stem,typical-day,2050-07-01 09:00:00,electricity_supply_typical_day,net_imports,0.0
274,abroad-nores-full,reference,stem,typical-day,2050-07-01 10:00:00,electricity_supply_typical_day,net_imports,5.4e-06
275,abroad-nores-full,reference,stem,typical-day,2050-07-01 11:00:00,electricity_supply_typical_day,net_imports,5.41e-06
276,abroad-nores-full,reference,stem,typical-day,2050-07-01 12:00:00,electricity_supply_typical_day,net_imports,0.0
