scenario,year,index,Annual,wd-00,wd-01,wd-02,wd-03,wd-04,wd-05,wd-06,wd-07,wd-08,wd-09,wd-10,wd-11,wd-12,wd-13,wd-14,wd-15,wd-16,wd-17,wd-18,wd-19,wd-20,wd-21,wd-22,wd-23,sd-00,sd-01,sd-02,sd-03,sd-04,sd-05,sd-06,sd-07,sd-08,sd-09,sd-10,sd-11,sd-12,sd-13,sd-14,sd-15,sd-16,sd-17,sd-18,sd-19,sd-20,sd-21,sd-22,sd-23
domestic-together,2050,Industrial heating|Burner-Coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
domestic-together,2050,Industrial heating|CHP-Gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
domestic-together,2050,Industrial heating|CHP-Hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
domestic-together,2050,Industrial heating|CHP-Oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
domestic-together,2050,Industrial heating|CHP-Wood,2.617537001,0.351535993,0.351535993,0.351535993,0.351535993,0.351535993,0.351535993,0.351535993,0.351535993,0.351535993,0.351535993,0.351535993,0.351535993,0.351535993,0.351535993,0.351535993,0.351535993,0.351535993,0.351535993,0.351535993,0.351535993,0.351535993,0.351535993,0.351535993,0.351535993,0.351535993,0.351535993,0.351535993,0.351535993,0.351535993,0.351535993,0.351535993,0.351535993,0.204874645,0.223963676,0.351535993,0.351535993,0.351535993,0.351535993,0.351535993,0.351535993,0.351535993,0.351535993,0.351535993,0.351535993,0.351535993,0.351535993,0.351535993,0.351535993
domestic-together,2050,Industrial heating|CHP-Waste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
domestic-together,2050,Industrial heating|Heat pumps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
domestic-together,2050,Industrial heating|Electric heater,0.148935844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
domestic-together,2050,Industrial heating|Solar thermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
domestic-together,2050,Industrial heating|Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
domestic-together,2050,Electricity-supply|Total,98.57304905,8.023451286,8.811700708,10.20726392,10.22737506,11.89843882,15.88202877,15.81491397,10.46321534,10.19597977,9.945729573,9.676324756,10.44200372,10.73128303,10.97552341,11.02049737,10.66975203,13.91467722,16.43580017,16.47149845,16.4930244,15.9079012,15.92393017,16.53649241,15.94526043,7.798965696,7.805805166,7.80553695,7.823459863,9.170955671,15.90858662,15.69781033,16.04883017,19.71494565,20.94658103,20.44767726,20.7892222,19.77599203,20.11742731,18.42680954,16.7361918,14.37743319,13.15956147,8.965514306,8.493948875,13.17420019,13.5170055,13.41339511,15.15693462
domestic-together,2050,Electricity-supply|Gas,2.455062122,0.506255193,0.506255193,0.506255193,0.506255193,0.506255193,0.506255193,0.506255193,0.506255193,0.506255193,0.506255193,0.506255193,0.506255193,0.506255193,0.506255193,0.506255193,0.506255193,0.506255193,0.506255193,0.506255193,0.506255193,0.506255193,0.506255193,0.506255193,0.506255193,0.122670763,0.122670763,0.122670763,0.122670763,0.122670763,0.122670763,0.15396082,0,0,0,0,0,0,0,0,0,0.102895526,0.102895526,0.102895526,0.102895526,0.102895526,0.102895526,0.102895526,0.102895526
domestic-together,2050,Electricity-supply|Biogas,0.1299432,0.01090012,0.01090012,0.01090012,0.01090012,0.01090012,0.01090012,0.01090012,0.01090012,0.01090012,0.01090012,0.01090012,0.01090012,0.01090012,0.01090012,0.01090012,0.01090012,0.01090012,0.01090012,0.01090012,0.01090012,0.01090012,0.01090012,0.01090012,0.01090012,0.01745141,0.01745141,0.01745141,0.01745141,0.01745141,0.01745141,0.01745141,0.01745141,0.01745141,0.01745141,0.01745141,0.01745141,0.01745141,0.01745141,0.01745141,0.01745141,0.01745141,0.01745141,0.01745141,0.01745141,0.01745141,0.01745141,0.01745141,0.01745141
domestic-together,2050,Electricity-supply|Hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
domestic-together,2050,Electricity-supply|Wood,0.888915565,0.119381623,0.119381623,0.119381623,0.119381623,0.119381623,0.119381623,0.119381623,0.119381623,0.119381623,0.119381623,0.119381623,0.119381623,0.119381623,0.119381623,0.119381623,0.119381623,0.119381623,0.119381623,0.119381623,0.119381623,0.119381623,0.119381623,0.119381623,0.119381623,0.119381623,0.119381623,0.119381623,0.119381623,0.119381623,0.119381623,0.119381623,0.119381623,0.069575429,0.076058064,0.119381623,0.119381623,0.119381623,0.119381623,0.119381623,0.119381623,0.119381623,0.119381623,0.119381623,0.119381623,0.119381623,0.119381623,0.119381623,0.119381623
domestic-together,2050,Electricity-supply|Waste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
domestic-together,2050,Electricity-supply|Nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
domestic-together,2050,Electricity-supply|Hydro Dams,16.5627072,0,0,5.39935424,5.46041709,0,8.08,8.08,0,0,0,0,2.480394236,3.185906444,0,0,4.898416447,0,0,0,0,8.08,8.08,0.083363492,8.08,1.42497048,1.244911388,1.219188701,1.310797524,2.841184805,7.640939566,3.033236672,0,0,0,0,0,0,0,0,0,0,2.667228724,2.667930534,2.668562163,7.591146597,8.08,8.08,8.08
domestic-together,2050,Electricity-supply|Hydro RoR,21.8372928,1.555258184,1.55465505,1.554216408,1.553668104,1.553064975,1.55246184,1.551858711,1.551255576,1.550707278,1.550268637,1.549665502,1.549062373,1.548459238,1.547856109,1.547307805,1.546704671,1.546101542,1.5456629,1.545059765,1.544456636,1.543908332,1.543305203,1.542702069,1.54209894,3.990595656,3.993446825,3.996297995,3.999039502,4.001890671,4.004741841,4.00759301,4.010334523,4.013185692,3.544869527,4.018723538,4.021574707,4.024425877,4.02716739,4.030018559,4.032869729,4.035611236,4.038462405,4.041313575,4.044164744,4.046851426,4.049702595,4.052553765,4.055295272
domestic-together,2050,Electricity-supply|Solar,37.18571619,0,0,0,0,0,0,0,0.677387569,2.709550277,3.725631651,3.386937885,3.725631651,3.386937885,3.386937885,3.048244081,2.032162708,0.338693804,0,0,0,0,0,0,0,0,0,0,0,0,2.032162708,6.435181967,11.17689499,14.90252664,16.59599555,15.57991421,15.91860798,14.90252664,15.24122041,13.54775146,11.85428256,8.128650871,4.40301922,0.338693804,0,0,0,0,0
domestic-together,2050,Electricity-supply|Wind,4.3,1.951823457,1.961147321,1.904949859,1.864546453,1.770460207,1.6845394,1.535809668,1.410841658,1.311161093,1.354813721,1.423075695,1.33817204,1.261236047,1.114371086,0.961714029,0.843724789,0.791765447,0.730793036,0.70618369,0.689711533,0.714490404,0.674256524,0.661683437,0.640125537,1.411689282,1.595736675,1.618339977,1.541912559,1.356169917,1.259032226,1.218798345,0.01256114,0,0,0,0,0,0,0,0,1.261236047,1.098916076,0.965641354,0.829286929,0.584267125,0.435367868,0.32890631,0.25197032
domestic-together,2050,Electricity-supply|Geothermal,5.67397996,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
domestic-together,2050,Electricity-supply|PHS-out,1.388348251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010112816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81773399
domestic-together,2050,Electricity-supply|Battery-out,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
domestic-together,2050,Electricity-supply|Imports,8.044154991,3.167626229,3.947154922,0,0,7.226170219,3.216284114,3.298502178,5.474987116,3.275817708,1.966272149,1.967902258,0,0,3.577614916,4.114488038,0,9.88937301,12.81060082,12.87151158,12.9,4.220759044,4.277625024,12.9,4.334292539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
domestic-together,2050,Electricity-consumption|Total,96.4446376,8.07178748,8.632594032,10.1114763,9.947094337,11.16796991,15.12775321,15.21367697,10.19653841,10.29107905,10.39363503,10.34954324,11.16623647,11.38324557,11.78052876,11.66820872,11.28345387,14.50287192,17.27056385,17.83340958,17.69764153,16.76392081,16.41859871,16.92913242,15.85032305,7.435786781,7.15865957,7.05423722,7.06196153,8.428158319,15.38897244,15.92894765,16.87934265,20.99608419,22.34250167,22.05190617,22.58896329,21.19316862,21.56011103,19.72495283,17.7580078,15.02939573,13.83703114,9.655737548,9.039631686,13.4903613,13.70563094,13.58501579,14.7631514
