scenario,year,index,Annual,wd-00,wd-01,wd-02,wd-03,wd-04,wd-05,wd-06,wd-07,wd-08,wd-09,wd-10,wd-11,wd-12,wd-13,wd-14,wd-15,wd-16,wd-17,wd-18,wd-19,wd-20,wd-21,wd-22,wd-23,sd-00,sd-01,sd-02,sd-03,sd-04,sd-05,sd-06,sd-07,sd-08,sd-09,sd-10,sd-11,sd-12,sd-13,sd-14,sd-15,sd-16,sd-17,sd-18,sd-19,sd-20,sd-21,sd-22,sd-23
abroad-together,2050,Biofuel-processes|New processes,0.008557036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Syn-methane-production|Fischer-Tropsch,7.709245263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Syn-methane-production|Fossil Production,6.25E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Syn-methane-production|Imports,12.47728774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Syn-methane-production|Methane storage-Out,0.000976271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Syn-methanol-consumption|Exports,0.121318527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Syn-methanol-consumption|Industry,4.607407515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Syn-methanol-production|Biomethanol,0.005562073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Syn-methanol-production|Fossil Production,5.48E-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Syn-methanol-production|H2,0.115770355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Syn-methanol-production|Imports,4.607393608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Transport|Diesel,0.002957625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Transport|Electricity,26.55048304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Transport|Hydrogen,0.005145969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Waste-production|Production,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Electricity-supply|Total,128.6576703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Electricity-consumption|Total,127.7710378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Electricity-consumption|Grid-losses,0.886632488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,"Space heating, DHW|Total",269.6170804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Hydrogen-production|Total,11.13248132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Transport|Total,26.55858663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,CO2-balance|Total,3.666597513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,CO2-balance|Net emissions,-3.666597868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Biofuel-processes|New processes,0.002206129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Biofuel-production|Production,17.13964241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Biogas-production|Production,12.25599985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,CO2-capture|CCS,7.804785057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,CO2-consumption|Export,1.56E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,CO2-consumption|Utilization,0.01369989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Coal-consumption|Electricity generation,0.000158215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Coal-production|Fossil production,0.000158215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Electricity-consumption|Base,50.12724447,5.26916472,5.339778477,5.253320802,5.065168582,4.233763284,3.819449685,4.562831709,5.704438808,6.433107113,6.771585419,6.108856107,4.730849055,5.672113372,6.425408213,6.159993312,5.847222729,5.349158371,4.783661775,5.005526342,5.592425111,5.751185584,5.386492319,5.666408632,5.789780044,4.472581747,4.651162536,4.522625433,4.283079972,4.151288487,3.901878187,3.676014188,3.903965193,4.066377209,3.498146057,2.690008754,4.201715181,5.216818831,5.221504138,5.317100031,4.977098168,3.700147312,3.750403387,4.333840363,4.548590623,4.576086905,4.649255665,4.591072826,4.396332112
domestic-alone,2050,Electricity-consumption|Battery-In,0.017185353,0.001247023,0.001239557,0.001237113,0.001232985,0.001215148,0.001206221,0.001221212,0.001166978,0.000982239,0.001102333,0.001176832,0.001279705,0.001304766,0.00125232,0.001143752,0.001352144,0.001108333,0.001071019,0.001188515,0.001161551,0.001319444,0.001331411,0.001105021,0.001100663,0.002324794,0.002330427,0.002343347,0.002374401,0.002426556,0.002240495,0.002212522,0.002496814,0.002530088,0.002520651,0.002504072,0.002484914,0.002536865,0.002704698,0.002337381,0.002371831,0.002155125,0.002462835,0.002359828,0.002291409,0.002416633,0.002380644,0.002361459,0.002348464
domestic-alone,2050,Electricity-consumption|Battery-vehicles,26.55229981,4.28869598,4.283316092,4.45509069,3.774054885,0.11071184,0.107401892,0.105834002,0.111371067,2.852368815,3.203765979,3.590729719,3.793599752,3.872934292,3.662735936,3.192518585,2.243773457,0.09963406,0.09625967,0.094325013,0.094943397,0.410784038,1.162663101,3.167758729,3.364451652,0.096094019,0.096008486,0.095935516,0.095780583,0.09608678,0.098975266,6.545442988,8.300816861,9.920991359,11.03335044,11.336714,10.91413054,10.21405756,9.171602278,7.723707406,5.923655776,4.684436654,0.095283789,0.094150922,0.09329209,0.092190062,0.091730113,0.091282509,0.091074813
domestic-alone,2050,Electricity-consumption|New processes,0.85186335,0.125356569,0.125356577,0.125356592,0.125356636,0.125356621,0.125356623,0.12535663,0.125356645,0.125356573,0.125356609,0.125356639,0.125356688,0.12535663,0.125356609,0.125356609,0.125356662,0.125356645,0.125356663,0.125356671,0.125356629,0.125356631,0.125356608,0.125356513,0.125356497,0.083113378,0.083239924,0.083612084,0.084558592,0.085813346,0.0900604,0.105839634,0.105802383,0.105807205,0.105769214,0.105713238,0.105765127,0.10573945,0.105804753,0.105813667,0.105830116,0.105877387,0.086623846,0.086778238,0.086900314,0.086879484,0.086552776,0.086081493,0.085896411
domestic-alone,2050,Electricity-consumption|Electric heaters,0.013555068,0.002470854,0.002600696,0.002774262,0.00294926,0.003090397,0.003195655,0.003261821,0.003330206,0.00336102,0.003353518,0.003333314,0.003311738,0.003291628,0.003281236,0.003281255,0.003285878,0.003247933,0.003199613,0.003135576,0.003045538,0.002956015,0.002766852,0.002439755,0.002348856,0.000469749,0.000474807,0.000483315,0.000494456,0.000509861,0.000507911,0.000534523,0.000605789,0.000617681,0.000606996,0.000594353,0.000584799,0.000579003,0.000571801,0.000555407,0.000508424,0.000461476,0.000499884,0.000499312,0.000494633,0.000490471,0.000483601,0.00047779,0.000474758
domestic-alone,2050,Electricity-consumption|Electrolysis,2.075762579,0.000718333,0.000717844,0.00071585,0.000712275,0.000702617,0.000701493,0.000701316,0.000680343,0.000731571,0.000741663,0.000739903,0.000738846,0.000741046,0.000743917,0.000741158,0.000739488,0.000655887,0.000592572,0.000681767,0.000681179,0.000705471,0.000721523,0.000712035,0.00071206,0.367340881,0.367340921,0.367341187,0.367342063,0.36734555,0.367340642,0.367360164,0.367368571,0.36737252,0.367372581,0.367371708,0.367372558,0.367372689,0.367372505,0.367370248,0.367364306,0.367360287,0.367349401,0.367343033,0.367340373,0.367339939,0.367339957,0.367340185,0.367340515
domestic-alone,2050,Electricity-consumption|Exports,3.846742035,0,0,0,0,5.222201316,5.228630496,5.229402503,5.231155542,0,0,0,0,0,0,0,0.661772474,5.234197658,5.236152176,5.236154627,5.236151606,3.381496745,3.379200725,0,0,0.413516818,0.40754218,0.403190046,0.397678854,0.370892351,0.553223204,0,0,0,0,0,0,0,0,0,0,0,0.317116717,0.330396447,0.324156255,0.319133616,0.315948789,0.313274668,0.310965405
domestic-alone,2050,Electricity-consumption|Flexibility-in,0.007339446,6.78E-05,6.89E-05,6.47E-05,6.22E-05,6.33E-05,7.06E-05,7.83E-05,8.44E-05,6.57E-05,6.70E-05,6.63E-05,7.03E-05,7.56E-05,7.34E-05,5.80E-05,8.17E-05,6.01E-05,6.20E-05,7.49E-05,6.27E-05,7.87E-05,7.96E-05,6.10E-05,6.64E-05,0.000147847,0.000146236,0.000142433,0.000139672,0.000144287,0.000124687,0.000129588,0.000174193,0.000197509,0.000178057,0.000194454,0.000211281,0.000209431,0.000249238,0.000572831,0.000354868,0,0.000148387,0.000149963,0.000144423,0.000153605,0.000147065,0.000145126,0.000146412
domestic-alone,2050,Electricity-consumption|Heat pumps,14.36620029,2.674631024,2.721035047,2.899382876,3.294180394,4.495180236,4.92241068,4.74035733,4.765514051,4.602967889,4.408632385,4.249899116,4.126652108,4.01154715,4.006384987,4.077472033,4.223695795,4.342894613,4.322960417,4.299019862,4.152862422,3.811516464,3.357705979,2.718332501,2.596391791,0.20995427,0.20451677,0.230377812,0.338882954,0.495279883,0.572340069,0.542761617,0.471560885,0.438256517,0.404960717,0.368105963,0.355488945,0.320586135,0.32048085,0.308633675,0.315152491,0.345254391,1.070175933,0.039690956,0.013363418,0.392814443,0.334553838,0.244506452,0.19514472
domestic-alone,2050,Electricity-consumption|PHS-In,0.330480653,0.000228901,0.000228719,0.000227955,0.00022603,0.000223288,0.000220925,0.000219586,0.000220563,0.000206603,0.000213475,0.000221013,0.000228428,0.000230295,0.000226123,0.000218147,0.000234717,0.000206784,0.000200468,0.000205091,0.00020364,0.000220912,0.000225188,0.000199345,0.000195879,0.002191811,0.002192951,0.002193519,0.002193318,0.002197705,0.00209903,0.004368189,0.003715468,0.004226626,0.003933952,0.003876353,0.003903014,0.003950341,0.00408294,0.004361729,0.003454216,0.003083701,0.002220621,0.002194419,0.002185261,0.002218922,0.00221824,0.00221563,0.00221473
domestic-alone,2050,Electricity-consumption|Syn-fuel production,6.35E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Electricity-consumption|Trains,3.04522844,0.189,0.111,0.0188,0,0,0.0236,0.119,0.445,0.64,0.674,0.628,0.518,0.457,0.43,0.418,0.439,0.527,0.616,0.627,0.634,0.591,0.405,0.285,0.236,0.242,0.0597,0.0417,0.0236,0.00944,0.00944,0.0236,0.0509,0.103,0.159,0.236,0.354,0.402,0.402,0.372,0.366,0.354,0.402,0.417,0.387,0.353,0.297,0.208,0.147
domestic-alone,2050,Electricity-supply|Battery-out,0.014777433,0.000989488,0.000990791,0.000988776,0.000984068,0.00099231,0.001008848,0.001002943,0.000961082,0.00110648,0.001069144,0.001066443,0.001077836,0.001062239,0.001048718,0.001051186,0.000894946,0.001043215,0.001207606,0.001115161,0.001128966,0.000822519,0.000833994,0.001042546,0.001037599,0.001940563,0.001932753,0.001921451,0.001900775,0.001900697,0.00208657,0.002208734,0.002089372,0.002212993,0.002287155,0.002343048,0.00231954,0.002269978,0.002231776,0.002188003,0.002178336,0.001892477,0.00198206,0.00202026,0.002019781,0.001902949,0.001921169,0.001929765,0.001937784
domestic-alone,2050,Electricity-supply|Biogas,2.699743802,0.647034477,0.64703418,0.647033482,0.647031207,0.647030466,0.647027962,0.647026157,0.647025815,0.647027136,0.647028067,0.647016603,0.6469875,0.647016416,0.647029734,0.647028268,0.647026261,0.647018458,0.647002174,0.647002513,0.647021475,0.64703153,0.647035998,0.647038751,0.647040892,0.088347019,0.09096856,0.094618394,0.099241159,0.103750307,0.103488203,0.065936606,0.068210418,0.070401678,0.071610355,0.071757491,0.071698961,0.07040416,0.068864935,0.066537851,0.063890091,0.060250682,0.102651621,0.099838285,0.09716085,0.09439311,0.091161429,0.088474621,0.087915953
domestic-alone,2050,Electricity-supply|Coal,5.82E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Electricity-supply|Flexibility-out,0.003474708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000251288,0,0,0,0,0,0,0
domestic-alone,2050,Electricity-supply|Gas,0.019687419,0.000606605,0.000606344,0.000606134,0.000604098,0.000604411,0.000603537,0.000603236,0.000604133,0.000606377,0.000606509,0.000604883,0.000600573,0.000604667,0.000606632,0.000606813,0.000603242,0.000604722,0.00060227,0.000600542,0.000604476,0.000603835,0.000603494,0.000608421,0.000609211,0.000329856,0.000329861,0.000329858,0.000329562,0.000329504,0.000330296,0.0003303,0.000328139,0.000328109,0.000328698,0.000330123,0.000328731,0.000328152,0.00032816,0.000328312,0.00032955,0.000330473,0.000330819,0.000330819,0.000330321,0.00032953,0.000329496,0.000329794,0.000329816
domestic-alone,2050,Electricity-supply|Hydro Dams,22.12702186,3.147917232,3.183816768,3.360081023,4.154655156,9.059919116,9.063890232,9.066732339,9.05747957,3.633197742,3.115397027,2.743111265,2.428882269,2.310841722,2.460950812,2.820990207,6.357021981,9.068625386,9.077161714,9.080764143,9.080488897,8.856724818,7.960826741,3.048529819,2.70419466,3.357706447,3.323007142,3.155582979,2.913960567,2.290519308,0.24401048,0.039420332,0.036304961,0.037128244,0.037083453,0.036856675,0.036986189,0.036978676,0.036990805,0.036888401,0.037603158,0.039440481,3.019187359,3.265289264,3.341828093,3.760910515,3.709970307,3.388776464,3.092457515
domestic-alone,2050,Electricity-supply|Hydro RoR,16.90992671,1.916209299,1.915649407,1.915119214,1.914449925,1.913799336,1.913196216,1.912684334,1.912025244,1.911538391,1.911207321,1.910901292,1.910559658,1.910280439,1.910045742,1.909688432,1.909323083,1.908814446,1.908161661,1.907538553,1.906814599,1.906143678,1.905253351,1.904359923,1.903491154,1.949241472,1.948746584,1.948211179,1.947666326,1.947042086,1.946362956,1.945891949,1.945476326,1.945073552,1.944671754,1.944324003,1.944279565,1.943845837,1.943652824,1.943603643,1.943656322,1.944770744,1.943826098,1.943100479,1.942539071,1.941125877,1.93992136,1.938873417,1.938329109
domestic-alone,2050,Electricity-supply|Hydrogen,0.011979044,0.002036822,0.002037087,0.002037617,0.002038525,0.002040867,0.002041768,0.00204237,0.002040641,0.00204032,0.002041416,0.002042512,0.002043042,0.002043448,0.002043633,0.002044599,0.00204056,0.002045885,0.002047017,0.002047675,0.002048209,0.00204444,0.002041306,0.002044559,0.002044897,0.00094553,0.000945452,0.000945257,0.000944784,0.000943737,0.000946425,0.000943562,0.000919435,0.000920969,0.00092239,0.000923726,0.000922312,0.000921579,0.000921595,0.000923665,0.000935967,0.000949304,0.000948314,0.000946998,0.000946555,0.000945237,0.000945733,0.000946477,0.000946654
domestic-alone,2050,Electricity-supply|Imports,34.20657391,5.22112812,5.220475096,5.217763652,3.914949415,0,0,0,0,5.233954661,5.234666485,5.234660608,5.234659092,5.234661705,5.234655848,5.234678864,2.201278526,0,0,0,0,1.201156267,1.852120759,4.863286814,5.234394109,0.002158875,0.0022256,0.002299227,0.002372005,0.002424031,0.757067912,5.233567642,5.233711745,5.233556053,5.233513071,5.233508487,5.23351483,5.233526043,5.233568373,5.233777899,5.23422121,5.226369274,0.001759892,0.001568232,0.001616428,0.001664065,0.00172304,0.001781618,0.001841191
domestic-alone,2050,Electricity-supply|New processes,3.93E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Electricity-supply|PHS-out,0.257788873,0.020429061,0.019485986,0.0180742,0.016468853,0.989994048,1.09703853,1.770372684,2.64064559,0.027323484,0.026838274,0.026754554,0.026781683,0.026766599,0.026735003,0.027046164,0.022742355,2.87933403,3.39139162,3.646727747,3.278281735,0.02346684,0.020787342,0.028190413,0.028636253,0.000625391,0.000621166,0.000608954,0.00058846,0.000536858,0.000442018,0.000406513,0.000357132,0.000361799,0.000362799,0.000362383,0.000362537,0.000362336,0.000362209,0.000362102,0.000380002,0.000415866,0.000433867,0.000577609,0.00061032,0.000625519,0.000633909,0.000633298,0.000629185
domestic-alone,2050,Electricity-supply|Solar,16.19432182,0,0,0,0,0,0,0,0.632293439,1.694882583,2.679502115,3.322310538,3.508609353,3.2936866,2.850961106,1.924206845,0.973162161,0.225481429,0.012207581,0,0,0,0,0,0,0,0,0,0,0.425158391,1.734743895,3.811068088,5.714323551,7.43772899,8.757383809,9.423375113,9.454607421,9.043976697,8.089684456,6.695908135,4.925870684,3.172424365,1.503294653,0.31107179,0.031070891,0,0,0,0
domestic-alone,2050,Electricity-supply|Waste,2.405257283,0.176591791,0.176591777,0.176591755,0.176591704,0.176591867,0.176592052,0.176592074,0.176592035,0.176593113,0.176593156,0.176593592,0.176594498,0.176593617,0.176593108,0.176593099,0.176592422,0.176592292,0.176592763,0.176592764,0.176592186,0.176591686,0.176591818,0.1765925,0.176592508,0.323271371,0.322840251,0.321572295,0.318347086,0.314071505,0.299596797,0.245822003,0.245953208,0.245936401,0.246065053,0.246254499,0.246078795,0.246166777,0.245943959,0.245912868,0.245852071,0.245687565,0.311308824,0.31078147,0.310365473,0.310436651,0.311549927,0.313155749,0.313786344
domestic-alone,2050,Electricity-supply|Wind,0.009754768,0.000286017,0.000297288,0.000309746,0.000312928,0.000313295,0.000310884,0.000312421,0.000307122,0.00031342,0.00032624,0.000333255,0.000323477,0.000333591,0.000355707,0.000378887,0.000367688,0.000361853,0.000309225,0.000236228,0.000191966,0.000159847,0.000137396,0.000133177,0.000146659,0.000340176,0.000360148,0.000370519,0.000351717,0.00033144,0.000302751,0.000383374,0.000470731,0.0004744,0.000439749,0.000414228,0.000430801,0.000505632,0.000645067,0.000770766,0.000877742,0.000924017,0.000809853,0.000732601,0.000724397,0.000654231,0.000547701,0.000389564,0.000307006
domestic-alone,2050,Electricity-supply|Wood,6.810778313,1.474472792,1.474472805,1.47447283,1.474472868,1.47447296,1.474473011,1.474473064,1.474473008,1.474472951,1.474472954,1.474472995,1.47447309,1.474473006,1.47447296,1.474472992,1.474473016,1.474473239,1.474473369,1.474473375,1.474473319,1.474473097,1.474472954,1.474472988,1.474472978,0.167050288,0.184836178,0.225599467,0.32518397,0.570784874,0.633560406,0.082345896,0.095661625,0.114321595,0.138096784,0.164448531,0.188136496,0.198233194,0.199409334,0.188919009,0.169586727,0.131300138,0.340930527,0.274505544,0.253748881,0.233779077,0.201707259,0.172600118,0.161563116
domestic-alone,2050,Hydrogen-consumption|CHP,0.023958088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Hydrogen-consumption|H2 industry demand,1.393875241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Hydrogen-consumption|H2 storage-In,0.003988522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Hydrogen-consumption|H2 underground storage-In,0.020980346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Hydrogen-consumption|Fuel synthesis,0.066586496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Hydrogen-production|Electrolysis,1.48901369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Hydrogen-production|H2 storage-Out,0.002616885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Hydrogen-production|H2 underground storage-Out,0.020980346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Other demands|Cooking,1.64147986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Other demands|Heat,57.04126643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,"Space heating, DHW|Big storage-In",14.99514516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,"Space heating, DHW|Big storage-out",14.96071139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,"Space heating, DHW|Boiler-Gas",0.00852346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,"Space heating, DHW|Boiler-Wood",0.006843878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,"Space heating, DHW|CHP-Gas",5.01810196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,"Space heating, DHW|CHP-Hydrogen",0.008872654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,"Space heating, DHW|CHP-Waste",4.274754993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,"Space heating, DHW|CHP-Wood",14.80268981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,"Space heating, DHW|Electric heater",0.013555068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,"Space heating, DHW|Flexibility-in",0.004541341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,"Space heating, DHW|Flexibility-out",0.001097632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,"Space heating, DHW|Heat pumps",35.33250095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,"Space heating, DHW|Small storage-In",80.52469839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,"Space heating, DHW|Small storage-out",80.47630406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Syn-diesel-consumption|Industry,0.308886443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Syn-diesel-production|Biodiesel,0.306686502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Syn-diesel-production|Fischer-Tropsch,0.003771245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Syn-diesel-production|Fossil Production,5.47E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Syn-kerosene-consumption|Exports,0.005849355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Syn-kerosene-consumption|Industry,22.29807714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Syn-kerosene-production|Biokerosene,0.000193468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Syn-kerosene-production|Fischer-Tropsch,0.005656868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Syn-kerosene-production|Fossil Production,5.89E-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Syn-kerosene-production|Imports,22.29807616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Syn-methane-consumption|Base,0.003207216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Syn-methane-consumption|Industry,6.052325801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Syn-methane-consumption|Methane storage-In,0.001269297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Syn-methane-production|Biomethane,6.055808195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Syn-methane-production|Fischer-Tropsch,0.042217373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Syn-methane-production|Fossil Production,7.11E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Syn-methane-production|Methane storage-Out,0.001269298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Syn-methanol-consumption|Exports,0.003915279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Syn-methanol-consumption|Industry,4.60763972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Syn-methanol-production|Biomethanol,0.001433984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Syn-methanol-production|Fossil Production,6.09E-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Syn-methanol-production|H2,0.002481584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Syn-methanol-production|Imports,4.607639424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Transport|Diesel,0.001626114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic-alone,2050,Transport|Electricity,26.55229981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
