scenario,model,variable,unit,timeResolution,timestep,value
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wind,TWh,annual,2050,4.324270896
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wood,TWh,annual,2050,0.1627
abroad-together,"EP2050+
Zero Basis",Hydrogen-production|Electrolysis,TWh,annual,2050,1.863719705
abroad-together,"EP2050+
Zero Basis",Hydrogen-production|Gasification,TWh,annual,2050,0.0
abroad-together,"EP2050+
Zero Basis",Hydrogen-production|Imports,TWh,annual,2050,2.433558806
abroad-together,"EP2050+
Zero Basis",Hydrogen-production|Steam-reforming,TWh,annual,2050,0.0
abroad-together,"EP2050+
Zero Basis",Hydrogen-production|Total,TWh,annual,2050,4.166666667
abroad-together,"EP2050+
Zero Basis","Space heating, DHW|Boiler-Gas",TWh,annual,2050,4.642361438
abroad-together,"EP2050+
Zero Basis","Space heating, DHW|Boiler-Oil",TWh,annual,2050,0.780288356
abroad-together,"EP2050+
Zero Basis","Space heating, DHW|Boiler-Wood",TWh,annual,2050,3.065277464
abroad-together,"EP2050+
Zero Basis","Space heating, DHW|CHP-Gas",TWh,annual,2050,0.89629521
abroad-together,"EP2050+
Zero Basis","Space heating, DHW|CHP-Hydrogen",TWh,annual,2050,0.0
abroad-together,"EP2050+
Zero Basis","Space heating, DHW|CHP-Oil",TWh,annual,2050,0.0
abroad-together,"EP2050+
Zero Basis","Space heating, DHW|CHP-Waste",TWh,annual,2050,1.708735538
abroad-together,"EP2050+
Zero Basis","Space heating, DHW|CHP-Wood",TWh,annual,2050,0.584085309
abroad-together,"EP2050+
Zero Basis","Space heating, DHW|Electric heater",TWh,annual,2050,2.331049754
abroad-together,"EP2050+
Zero Basis","Space heating, DHW|Geothermal",TWh,annual,2050,1.622527182
abroad-together,"EP2050+
Zero Basis","Space heating, DHW|Heat pumps",TWh,annual,2050,38.53204464
abroad-together,"EP2050+
Zero Basis","Space heating, DHW|Solar thermal",TWh,annual,2050,1.62216594
abroad-together,"EP2050+
Zero Basis","Space heating, DHW|Total",TWh,annual,2050,55.67548418
abroad-together,"EP2050+
Zero Basis",Transport|Electricity,TWh,annual,2050,16.87426613
abroad-together,"EP2050+
Zero Basis",Transport|Gas,TWh,annual,2050,2.397414591
abroad-together,"EP2050+
Zero Basis",Transport|Hydrogen,TWh,annual,2050,4.297278511
abroad-together,"EP2050+
Zero Basis",Transport|Oil,TWh,annual,2050,12.44775762
abroad-together,"EP2050+
Zero Basis",Transport|Total,TWh,annual,2050,36.01671685
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-summer,2050 00:00,5.914285714
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-summer,2050 01:00,5.671428571
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-summer,2050 02:00,5.457142857
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-summer,2050 03:00,5.228571429
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-summer,2050 04:00,5.428571429
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-summer,2050 05:00,5.628571429
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-summer,2050 06:00,5.885714286
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-summer,2050 07:00,6.271428571
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-summer,2050 08:00,6.371428571
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-summer,2050 09:00,6.585714286
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-summer,2050 10:00,6.957142857
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-summer,2050 11:00,6.814285714
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-summer,2050 12:00,6.8
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-summer,2050 13:00,6.614285714
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-summer,2050 14:00,6.5
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-summer,2050 15:00,6.457142857
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-summer,2050 16:00,6.685714286
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-summer,2050 17:00,7.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-summer,2050 18:00,7.171428571
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-summer,2050 19:00,7.085714286
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-summer,2050 20:00,7.214285714
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-summer,2050 21:00,7.071428571
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-summer,2050 22:00,6.314285714
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-summer,2050 23:00,6.157142857
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 00:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 01:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 02:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 03:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 04:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 05:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 06:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 07:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 08:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 09:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 10:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 11:00,0.028571429
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 12:00,1.742857143
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 13:00,2.285714286
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 14:00,3.2
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 15:00,3.2
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 16:00,2.828571429
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 17:00,1.157142857
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 18:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 19:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 20:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 21:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 22:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 23:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 00:00,0.742857143
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 01:00,0.757142857
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 02:00,0.442857143
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 03:00,0.442857143
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 04:00,0.6
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 05:00,1.071428571
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 06:00,0.285714286
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 07:00,0.457142857
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 08:00,0.914285714
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 09:00,0.3
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 10:00,0.914285714
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 11:00,1.057142857
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 12:00,1.057142857
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 13:00,1.057142857
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 14:00,1.057142857
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 15:00,1.057142857
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 16:00,1.057142857
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 17:00,0.757142857
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 18:00,0.757142857
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 19:00,0.9
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 20:00,0.6
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 21:00,0.742857143
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 22:00,0.585714286
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 23:00,0.742857143
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-summer,2050 00:00,3.185714286
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-summer,2050 01:00,3.128571429
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-summer,2050 02:00,3.442857143
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-summer,2050 03:00,3.5
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-summer,2050 04:00,3.542857143
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-summer,2050 05:00,3.628571429
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-summer,2050 06:00,4.657142857
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-summer,2050 07:00,3.928571429
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-summer,2050 08:00,2.314285714
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-summer,2050 09:00,1.1
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-summer,2050 10:00,0.342857143
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-summer,2050 11:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-summer,2050 12:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-summer,2050 13:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-summer,2050 14:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-summer,2050 15:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-summer,2050 16:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-summer,2050 17:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-summer,2050 18:00,0.814285714
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-summer,2050 19:00,3.742857143
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-summer,2050 20:00,5.414285714
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-summer,2050 21:00,4.7
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-summer,2050 22:00,3.914285714
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-summer,2050 23:00,4.042857143
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 00:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 01:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 02:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 03:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 04:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 05:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 06:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 07:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 08:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 09:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 10:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 11:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 12:00,0.042857143
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 13:00,0.842857143
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 14:00,1.171428571
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 15:00,0.985714286
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 16:00,0.057142857
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 17:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 18:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 19:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 20:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 21:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 22:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 23:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|PHS-in,GW,typical-day-summer,2050 00:00,0.514285714
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|PHS-in,GW,typical-day-summer,2050 01:00,0.185714286
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|PHS-in,GW,typical-day-summer,2050 02:00,0.214285714
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|PHS-in,GW,typical-day-summer,2050 03:00,0.314285714
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|PHS-in,GW,typical-day-summer,2050 04:00,0.1
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|PHS-in,GW,typical-day-summer,2050 05:00,0.2
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|PHS-in,GW,typical-day-summer,2050 06:00,0.2
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|PHS-in,GW,typical-day-summer,2050 07:00,0.514285714
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|PHS-in,GW,typical-day-summer,2050 08:00,1.542857143
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|PHS-in,GW,typical-day-summer,2050 09:00,2.728571429
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|PHS-in,GW,typical-day-summer,2050 10:00,3.028571429
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|PHS-in,GW,typical-day-summer,2050 11:00,3.128571429
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|PHS-in,GW,typical-day-summer,2050 12:00,3.257142857
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|PHS-in,GW,typical-day-summer,2050 13:00,3.357142857
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|PHS-in,GW,typical-day-summer,2050 14:00,3.342857143
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|PHS-in,GW,typical-day-summer,2050 15:00,3.328571429
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|PHS-in,GW,typical-day-summer,2050 16:00,3.328571429
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|PHS-in,GW,typical-day-summer,2050 17:00,3.285714286
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|PHS-in,GW,typical-day-summer,2050 18:00,2.885714286
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|PHS-in,GW,typical-day-summer,2050 19:00,0.985714286
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|PHS-in,GW,typical-day-summer,2050 20:00,0.471428571
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|PHS-in,GW,typical-day-summer,2050 21:00,0.471428571
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|PHS-in,GW,typical-day-summer,2050 22:00,0.514285714
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|PHS-in,GW,typical-day-summer,2050 23:00,0.485714286
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro Dams,GW,typical-day-summer,2050 00:00,3.457142857
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro Dams,GW,typical-day-summer,2050 01:00,3.342857143
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro Dams,GW,typical-day-summer,2050 02:00,3.357142857
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro Dams,GW,typical-day-summer,2050 03:00,3.485714286
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro Dams,GW,typical-day-summer,2050 04:00,3.414285714
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro Dams,GW,typical-day-summer,2050 05:00,3.657142857
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro Dams,GW,typical-day-summer,2050 06:00,4.0
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro Dams,GW,typical-day-summer,2050 07:00,3.785714286
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro Dams,GW,typical-day-summer,2050 08:00,3.5
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro Dams,GW,typical-day-summer,2050 09:00,2.557142857
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro Dams,GW,typical-day-summer,2050 10:00,2.142857143
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro Dams,GW,typical-day-summer,2050 11:00,1.457142857
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro Dams,GW,typical-day-summer,2050 12:00,0.728571429
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro Dams,GW,typical-day-summer,2050 13:00,0.414285714
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro Dams,GW,typical-day-summer,2050 14:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro Dams,GW,typical-day-summer,2050 15:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro Dams,GW,typical-day-summer,2050 16:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro Dams,GW,typical-day-summer,2050 17:00,0.028571429
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro Dams,GW,typical-day-summer,2050 18:00,2.614285714
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro Dams,GW,typical-day-summer,2050 19:00,3.442857143
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro Dams,GW,typical-day-summer,2050 20:00,3.857142857
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro Dams,GW,typical-day-summer,2050 21:00,3.585714286
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro Dams,GW,typical-day-summer,2050 22:00,3.5
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro Dams,GW,typical-day-summer,2050 23:00,3.314285714
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro RoR,GW,typical-day-summer,2050 00:00,2.157142857
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro RoR,GW,typical-day-summer,2050 01:00,2.157142857
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro RoR,GW,typical-day-summer,2050 02:00,2.157142857
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro RoR,GW,typical-day-summer,2050 03:00,2.157142857
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro RoR,GW,typical-day-summer,2050 04:00,2.171428571
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro RoR,GW,typical-day-summer,2050 05:00,2.157142857
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro RoR,GW,typical-day-summer,2050 06:00,2.157142857
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro RoR,GW,typical-day-summer,2050 07:00,2.128571429
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro RoR,GW,typical-day-summer,2050 08:00,2.142857143
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro RoR,GW,typical-day-summer,2050 09:00,2.142857143
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro RoR,GW,typical-day-summer,2050 10:00,2.142857143
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro RoR,GW,typical-day-summer,2050 11:00,2.142857143
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro RoR,GW,typical-day-summer,2050 12:00,2.157142857
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro RoR,GW,typical-day-summer,2050 13:00,2.157142857
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro RoR,GW,typical-day-summer,2050 14:00,2.157142857
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro RoR,GW,typical-day-summer,2050 15:00,2.142857143
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro RoR,GW,typical-day-summer,2050 16:00,2.128571429
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro RoR,GW,typical-day-summer,2050 17:00,2.114285714
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro RoR,GW,typical-day-summer,2050 18:00,2.1
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro RoR,GW,typical-day-summer,2050 19:00,2.114285714
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro RoR,GW,typical-day-summer,2050 20:00,2.114285714
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro RoR,GW,typical-day-summer,2050 21:00,2.128571429
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro RoR,GW,typical-day-summer,2050 22:00,2.128571429
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Hydro RoR,GW,typical-day-summer,2050 23:00,2.142857143
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Imports,GW,typical-day-summer,2050 00:00,0.357142857
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Imports,GW,typical-day-summer,2050 01:00,0.0
