scenario,model,variable,unit,timeResolution,timestep,value
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Imports,GW,typical-day-summer,2050 02:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Imports,GW,typical-day-summer,2050 03:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Imports,GW,typical-day-summer,2050 04:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Imports,GW,typical-day-summer,2050 05:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Imports,GW,typical-day-summer,2050 06:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Imports,GW,typical-day-summer,2050 07:00,0.057142857
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Imports,GW,typical-day-summer,2050 08:00,0.285714286
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Imports,GW,typical-day-summer,2050 09:00,0.485714286
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Imports,GW,typical-day-summer,2050 10:00,0.3
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Imports,GW,typical-day-summer,2050 11:00,0.314285714
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Imports,GW,typical-day-summer,2050 12:00,0.085714286
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Imports,GW,typical-day-summer,2050 13:00,0.028571429
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Imports,GW,typical-day-summer,2050 14:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Imports,GW,typical-day-summer,2050 15:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Imports,GW,typical-day-summer,2050 16:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Imports,GW,typical-day-summer,2050 17:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Imports,GW,typical-day-summer,2050 18:00,0.128571429
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Imports,GW,typical-day-summer,2050 19:00,0.285714286
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Imports,GW,typical-day-summer,2050 20:00,0.3
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Imports,GW,typical-day-summer,2050 21:00,0.314285714
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Imports,GW,typical-day-summer,2050 22:00,0.3
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Imports,GW,typical-day-summer,2050 23:00,0.385714286
abroad-together,"EP2050+
Zero Basis",Electricity-supply|PHS-out,GW,typical-day-summer,2050 00:00,2.042857143
abroad-together,"EP2050+
Zero Basis",Electricity-supply|PHS-out,GW,typical-day-summer,2050 01:00,2.028571429
abroad-together,"EP2050+
Zero Basis",Electricity-supply|PHS-out,GW,typical-day-summer,2050 02:00,1.914285714
abroad-together,"EP2050+
Zero Basis",Electricity-supply|PHS-out,GW,typical-day-summer,2050 03:00,1.614285714
abroad-together,"EP2050+
Zero Basis",Electricity-supply|PHS-out,GW,typical-day-summer,2050 04:00,1.771428571
abroad-together,"EP2050+
Zero Basis",Electricity-supply|PHS-out,GW,typical-day-summer,2050 05:00,1.871428571
abroad-together,"EP2050+
Zero Basis",Electricity-supply|PHS-out,GW,typical-day-summer,2050 06:00,2.042857143
abroad-together,"EP2050+
Zero Basis",Electricity-supply|PHS-out,GW,typical-day-summer,2050 07:00,1.914285714
abroad-together,"EP2050+
Zero Basis",Electricity-supply|PHS-out,GW,typical-day-summer,2050 08:00,0.857142857
abroad-together,"EP2050+
Zero Basis",Electricity-supply|PHS-out,GW,typical-day-summer,2050 09:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-supply|PHS-out,GW,typical-day-summer,2050 10:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-supply|PHS-out,GW,typical-day-summer,2050 11:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-supply|PHS-out,GW,typical-day-summer,2050 12:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-supply|PHS-out,GW,typical-day-summer,2050 13:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-supply|PHS-out,GW,typical-day-summer,2050 14:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-supply|PHS-out,GW,typical-day-summer,2050 15:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-supply|PHS-out,GW,typical-day-summer,2050 16:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-supply|PHS-out,GW,typical-day-summer,2050 17:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-supply|PHS-out,GW,typical-day-summer,2050 18:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-supply|PHS-out,GW,typical-day-summer,2050 19:00,1.857142857
abroad-together,"EP2050+
Zero Basis",Electricity-supply|PHS-out,GW,typical-day-summer,2050 20:00,2.857142857
abroad-together,"EP2050+
Zero Basis",Electricity-supply|PHS-out,GW,typical-day-summer,2050 21:00,2.585714286
abroad-together,"EP2050+
Zero Basis",Electricity-supply|PHS-out,GW,typical-day-summer,2050 22:00,1.771428571
abroad-together,"EP2050+
Zero Basis",Electricity-supply|PHS-out,GW,typical-day-summer,2050 23:00,2.628571429
abroad-together,"EP2050+
Zero Basis",Electricity-supply|SPV-battery,GW,typical-day-summer,2050 00:00,1.871428571
abroad-together,"EP2050+
Zero Basis",Electricity-supply|SPV-battery,GW,typical-day-summer,2050 01:00,1.671428571
abroad-together,"EP2050+
Zero Basis",Electricity-supply|SPV-battery,GW,typical-day-summer,2050 02:00,1.557142857
abroad-together,"EP2050+
Zero Basis",Electricity-supply|SPV-battery,GW,typical-day-summer,2050 03:00,1.642857143
abroad-together,"EP2050+
Zero Basis",Electricity-supply|SPV-battery,GW,typical-day-summer,2050 04:00,1.714285714
abroad-together,"EP2050+
Zero Basis",Electricity-supply|SPV-battery,GW,typical-day-summer,2050 05:00,2.2
abroad-together,"EP2050+
Zero Basis",Electricity-supply|SPV-battery,GW,typical-day-summer,2050 06:00,2.185714286
abroad-together,"EP2050+
Zero Basis",Electricity-supply|SPV-battery,GW,typical-day-summer,2050 07:00,2.1
abroad-together,"EP2050+
Zero Basis",Electricity-supply|SPV-battery,GW,typical-day-summer,2050 08:00,2.285714286
abroad-together,"EP2050+
Zero Basis",Electricity-supply|SPV-battery,GW,typical-day-summer,2050 09:00,2.428571429
abroad-together,"EP2050+
Zero Basis",Electricity-supply|SPV-battery,GW,typical-day-summer,2050 10:00,2.671428571
abroad-together,"EP2050+
Zero Basis",Electricity-supply|SPV-battery,GW,typical-day-summer,2050 11:00,2.957142857
abroad-together,"EP2050+
Zero Basis",Electricity-supply|SPV-battery,GW,typical-day-summer,2050 12:00,6.342857143
abroad-together,"EP2050+
Zero Basis",Electricity-supply|SPV-battery,GW,typical-day-summer,2050 13:00,8.842857143
abroad-together,"EP2050+
Zero Basis",Electricity-supply|SPV-battery,GW,typical-day-summer,2050 14:00,10.55714286
abroad-together,"EP2050+
Zero Basis",Electricity-supply|SPV-battery,GW,typical-day-summer,2050 15:00,10.48571429
abroad-together,"EP2050+
Zero Basis",Electricity-supply|SPV-battery,GW,typical-day-summer,2050 16:00,9.385714286
abroad-together,"EP2050+
Zero Basis",Electricity-supply|SPV-battery,GW,typical-day-summer,2050 17:00,7.271428571
abroad-together,"EP2050+
Zero Basis",Electricity-supply|SPV-battery,GW,typical-day-summer,2050 18:00,4.4
abroad-together,"EP2050+
Zero Basis",Electricity-supply|SPV-battery,GW,typical-day-summer,2050 19:00,3.928571429
abroad-together,"EP2050+
Zero Basis",Electricity-supply|SPV-battery,GW,typical-day-summer,2050 20:00,4.085714286
abroad-together,"EP2050+
Zero Basis",Electricity-supply|SPV-battery,GW,typical-day-summer,2050 21:00,3.828571429
abroad-together,"EP2050+
Zero Basis",Electricity-supply|SPV-battery,GW,typical-day-summer,2050 22:00,3.171428571
abroad-together,"EP2050+
Zero Basis",Electricity-supply|SPV-battery,GW,typical-day-summer,2050 23:00,2.471428571
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Solar,GW,typical-day-summer,2050 00:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Solar,GW,typical-day-summer,2050 01:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Solar,GW,typical-day-summer,2050 02:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Solar,GW,typical-day-summer,2050 03:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Solar,GW,typical-day-summer,2050 04:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Solar,GW,typical-day-summer,2050 05:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Solar,GW,typical-day-summer,2050 06:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Solar,GW,typical-day-summer,2050 07:00,0.685714286
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Solar,GW,typical-day-summer,2050 08:00,1.714285714
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Solar,GW,typical-day-summer,2050 09:00,2.757142857
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Solar,GW,typical-day-summer,2050 10:00,3.657142857
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Solar,GW,typical-day-summer,2050 11:00,4.085714286
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Solar,GW,typical-day-summer,2050 12:00,4.371428571
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Solar,GW,typical-day-summer,2050 13:00,4.571428571
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Solar,GW,typical-day-summer,2050 14:00,4.671428571
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Solar,GW,typical-day-summer,2050 15:00,4.585714286
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Solar,GW,typical-day-summer,2050 16:00,4.128571429
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Solar,GW,typical-day-summer,2050 17:00,3.2
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Solar,GW,typical-day-summer,2050 18:00,1.942857143
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Solar,GW,typical-day-summer,2050 19:00,0.7
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Solar,GW,typical-day-summer,2050 20:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Solar,GW,typical-day-summer,2050 21:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Solar,GW,typical-day-summer,2050 22:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Solar,GW,typical-day-summer,2050 23:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wind,GW,typical-day-summer,2050 00:00,0.1
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wind,GW,typical-day-summer,2050 01:00,0.142857143
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wind,GW,typical-day-summer,2050 02:00,0.157142857
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wind,GW,typical-day-summer,2050 03:00,0.171428571
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wind,GW,typical-day-summer,2050 04:00,0.171428571
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wind,GW,typical-day-summer,2050 05:00,0.185714286
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wind,GW,typical-day-summer,2050 06:00,0.2
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wind,GW,typical-day-summer,2050 07:00,0.128571429
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wind,GW,typical-day-summer,2050 08:00,0.042857143
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wind,GW,typical-day-summer,2050 09:00,0.014285714
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wind,GW,typical-day-summer,2050 10:00,0.014285714
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wind,GW,typical-day-summer,2050 11:00,0.028571429
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wind,GW,typical-day-summer,2050 12:00,0.028571429
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wind,GW,typical-day-summer,2050 13:00,0.028571429
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wind,GW,typical-day-summer,2050 14:00,0.042857143
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wind,GW,typical-day-summer,2050 15:00,0.057142857
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wind,GW,typical-day-summer,2050 16:00,0.057142857
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wind,GW,typical-day-summer,2050 17:00,0.071428571
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wind,GW,typical-day-summer,2050 18:00,0.057142857
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wind,GW,typical-day-summer,2050 19:00,0.042857143
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wind,GW,typical-day-summer,2050 20:00,0.057142857
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wind,GW,typical-day-summer,2050 21:00,0.071428571
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wind,GW,typical-day-summer,2050 22:00,0.085714286
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wind,GW,typical-day-summer,2050 23:00,0.114285714
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wood,GW,typical-day-summer,2050 00:00,0.414285714
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wood,GW,typical-day-summer,2050 01:00,0.414285714
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wood,GW,typical-day-summer,2050 02:00,0.428571429
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wood,GW,typical-day-summer,2050 03:00,0.428571429
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wood,GW,typical-day-summer,2050 04:00,0.414285714
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wood,GW,typical-day-summer,2050 05:00,0.414285714
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wood,GW,typical-day-summer,2050 06:00,0.457142857
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wood,GW,typical-day-summer,2050 07:00,0.428571429
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wood,GW,typical-day-summer,2050 08:00,0.4
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wood,GW,typical-day-summer,2050 09:00,0.4
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wood,GW,typical-day-summer,2050 10:00,0.4
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wood,GW,typical-day-summer,2050 11:00,0.4
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wood,GW,typical-day-summer,2050 12:00,0.4
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wood,GW,typical-day-summer,2050 13:00,0.4
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wood,GW,typical-day-summer,2050 14:00,0.4
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wood,GW,typical-day-summer,2050 15:00,0.4
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wood,GW,typical-day-summer,2050 16:00,0.4
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wood,GW,typical-day-summer,2050 17:00,0.4
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wood,GW,typical-day-summer,2050 18:00,0.414285714
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wood,GW,typical-day-summer,2050 19:00,0.414285714
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wood,GW,typical-day-summer,2050 20:00,0.442857143
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wood,GW,typical-day-summer,2050 21:00,0.428571429
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wood,GW,typical-day-summer,2050 22:00,0.414285714
abroad-together,"EP2050+
Zero Basis",Electricity-supply|Wood,GW,typical-day-summer,2050 23:00,0.414285714
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-winter,2050 00:00,8.585714286
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-winter,2050 01:00,8.442857143
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-winter,2050 02:00,8.185714286
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-winter,2050 03:00,8.1
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-winter,2050 04:00,8.028571429
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-winter,2050 05:00,7.628571429
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-winter,2050 06:00,7.457142857
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-winter,2050 07:00,7.442857143
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-winter,2050 08:00,7.857142857
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-winter,2050 09:00,8.085714286
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-winter,2050 10:00,8.371428571
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-winter,2050 11:00,8.642857143
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-winter,2050 12:00,8.714285714
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-winter,2050 13:00,8.557142857
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-winter,2050 14:00,8.428571429
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-winter,2050 15:00,8.242857143
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-winter,2050 16:00,8.285714286
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-winter,2050 17:00,8.714285714
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-winter,2050 18:00,9.342857143
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-winter,2050 19:00,10.31428571
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-winter,2050 20:00,10.15714286
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-winter,2050 21:00,9.657142857
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-winter,2050 22:00,9.242857143
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Base,GW,typical-day-winter,2050 23:00,8.9
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-winter,2050 00:00,0.457142857
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-winter,2050 01:00,0.457142857
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-winter,2050 02:00,0.457142857
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-winter,2050 03:00,0.457142857
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-winter,2050 04:00,0.457142857
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-winter,2050 05:00,0.5
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-winter,2050 06:00,0.428571429
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-winter,2050 07:00,0.4
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-winter,2050 08:00,0.214285714
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-winter,2050 09:00,0.214285714
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-winter,2050 10:00,0.214285714
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-winter,2050 11:00,0.957142857
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-winter,2050 12:00,1.228571429
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-winter,2050 13:00,1.242857143
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-winter,2050 14:00,1.242857143
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-winter,2050 15:00,1.242857143
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-winter,2050 16:00,1.057142857
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-winter,2050 17:00,0.628571429
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-winter,2050 18:00,0.742857143
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-winter,2050 19:00,0.585714286
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-winter,2050 20:00,0.342857143
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-winter,2050 21:00,0.257142857
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-winter,2050 22:00,0.4
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Battery-vehicles,GW,typical-day-winter,2050 23:00,0.457142857
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-winter,2050 00:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-winter,2050 01:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-winter,2050 02:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-winter,2050 03:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-winter,2050 04:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-winter,2050 05:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-winter,2050 06:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-winter,2050 07:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-winter,2050 08:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-winter,2050 09:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-winter,2050 10:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-winter,2050 11:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-winter,2050 12:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-winter,2050 13:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-winter,2050 14:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-winter,2050 15:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-winter,2050 16:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-winter,2050 17:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-winter,2050 18:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-winter,2050 19:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-winter,2050 20:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-winter,2050 21:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-winter,2050 22:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Electrolysis,GW,typical-day-winter,2050 23:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-winter,2050 00:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-winter,2050 01:00,0.257142857
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-winter,2050 02:00,0.3
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-winter,2050 03:00,0.3
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-winter,2050 04:00,0.071428571
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-winter,2050 05:00,0.228571429
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-winter,2050 06:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-winter,2050 07:00,0.171428571
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-winter,2050 08:00,0.485714286
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-winter,2050 09:00,0.657142857
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-winter,2050 10:00,1.228571429
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-winter,2050 11:00,1.028571429
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-winter,2050 12:00,0.714285714
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-winter,2050 13:00,0.742857143
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-winter,2050 14:00,0.171428571
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-winter,2050 15:00,0.557142857
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-winter,2050 16:00,0.585714286
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-winter,2050 17:00,0.928571429
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-winter,2050 18:00,0.628571429
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-winter,2050 19:00,0.114285714
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-winter,2050 20:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-winter,2050 21:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-winter,2050 22:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Exports,GW,typical-day-winter,2050 23:00,0.0
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Heat pumps,GW,typical-day-winter,2050 00:00,2.342857143
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Heat pumps,GW,typical-day-winter,2050 01:00,1.857142857
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Heat pumps,GW,typical-day-winter,2050 02:00,1.771428571
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Heat pumps,GW,typical-day-winter,2050 03:00,2.128571429
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Heat pumps,GW,typical-day-winter,2050 04:00,2.928571429
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Heat pumps,GW,typical-day-winter,2050 05:00,2.842857143
abroad-together,"EP2050+
Zero Basis",Electricity-consumption|Heat pumps,GW,typical-day-winter,2050 06:00,2.457142857
