scenario_group,scenario_name,scenario_variant,variable,use_technology_fuel,country,model,unit,time_resolution,timestamp,value,uploaded_by,uploaded_at
nuclear2025,abroad-nores-low,wacc_8,electricity_consumption,grid_losses,CH,ses,TWh,annual,2050,0.0,ses,2025-12-16 13:34:03.709003+00:00
nuclear2025,abroad-nores-low,wacc_8,electricity_consumption,battery_in,CH,ses,TWh,annual,2050,0.0,ses,2025-12-16 13:34:03.709003+00:00
nuclear2025,abroad-nores-low,wacc_8,electricity_consumption,phs_in,CH,ses,TWh,annual,2050,0.0,ses,2025-12-16 13:34:03.709003+00:00
nuclear2025,abroad-nores-low,wacc_8,electricity_consumption,passenger,CH,ses,TWh,annual,2050,14.45486347824463,ses,2025-12-16 13:34:03.709003+00:00
nuclear2025,abroad-nores-low,wacc_8,electricity_consumption,road_public,CH,ses,TWh,annual,2050,9.619897612978334e-05,ses,2025-12-16 13:34:03.709003+00:00
nuclear2025,abroad-nores-low,wacc_8,electricity_consumption,road_private,CH,ses,TWh,annual,2050,14.4547672792685,ses,2025-12-16 13:34:03.709003+00:00
nuclear2025,abroad-nores-low,wacc_8,electricity_consumption,freight_road,CH,ses,TWh,annual,2050,4.84567790749857e-05,ses,2025-12-16 13:34:03.709003+00:00
nuclear2025,abroad-nores-low,wacc_8,electricity_consumption,truck,CH,ses,TWh,annual,2050,4.84567790749857e-05,ses,2025-12-16 13:34:03.709003+00:00
nuclear2025,abroad-nores-low,wacc_8,electricity_consumption,rail,CH,ses,TWh,annual,2050,3.536431351311656,ses,2025-12-16 13:34:03.709003+00:00
nuclear2025,abroad-nores-low,wacc_8,electricity_consumption,passenger_rail,CH,ses,TWh,annual,2050,1.632387034850245,ses,2025-12-16 13:34:03.709003+00:00
nuclear2025,abroad-nores-low,wacc_8,electricity_consumption,freight_rail,CH,ses,TWh,annual,2050,1.904044316461411,ses,2025-12-16 13:34:03.709003+00:00
nuclear2025,abroad-nores-low,wacc_8,electricity_consumption,space_heating,CH,ses,TWh,annual,2050,16.72419236746734,ses,2025-12-16 13:34:03.709003+00:00
nuclear2025,abroad-nores-low,wacc_8,electricity_consumption,space_heating_heater_elec,CH,ses,TWh,annual,2050,0.0139994630964681,ses,2025-12-16 13:34:03.709003+00:00
nuclear2025,abroad-nores-low,wacc_8,electricity_consumption,space_heating_heat_pump,CH,ses,TWh,annual,2050,16.71019290437087,ses,2025-12-16 13:34:03.709003+00:00
nuclear2025,abroad-nores-low,wacc_8,electricity_consumption,process_heat,CH,ses,TWh,annual,2050,0.5535701289763224,ses,2025-12-16 13:34:03.709003+00:00
nuclear2025,abroad-nores-low,wacc_8,electricity_consumption,fuel_production,CH,ses,TWh,annual,2050,0.0006297137679659,ses,2025-12-16 13:34:03.709003+00:00
nuclear2025,abroad-nores-low,wacc_8,electricity_consumption,electrolysis,CH,ses,TWh,annual,2050,0.0006297137679659,ses,2025-12-16 13:34:03.709003+00:00
nuclear2025,abroad-nores-low,wacc_8,electricity_consumption,power_to_liquid,CH,ses,TWh,annual,2050,0.0,ses,2025-12-16 13:34:03.709003+00:00
nuclear2025,abroad-nores-low,wacc_8,electricity_consumption,dac,CH,ses,TWh,annual,2050,4.695036475058841e-05,ses,2025-12-16 13:34:03.709003+00:00
nuclear2025,abroad-nores-low,wacc_8,electricity_consumption,exports,CH,ses,TWh,annual,2050,9.346922173561378,ses,2025-12-16 13:34:03.709003+00:00
nuclear2025,abroad-nores-low,wacc_8,electricity_consumption,elec_appliances,CH,ses,TWh,annual,2050,36.6,ses,2025-12-16 13:34:03.709003+00:00
nuclear2025,abroad-nores-low,wacc_8,electricity_supply,spv,CH,ses,TWh,annual,2050,0.0010327990335766,ses,2025-12-16 13:34:03.709003+00:00
nuclear2025,abroad-nores-low,wacc_8,electricity_supply,spv_rooftop,CH,ses,TWh,annual,2050,0.0001678408817219,ses,2025-12-16 13:34:03.709003+00:00
nuclear2025,abroad-nores-low,wacc_8,electricity_supply,spv_mountain,CH,ses,TWh,annual,2050,0.0001065804919838,ses,2025-12-16 13:34:03.709003+00:00
nuclear2025,abroad-nores-low,wacc_8,electricity_supply,wind_on,CH,ses,TWh,annual,2050,0.0006770774122887,ses,2025-12-16 13:34:03.709003+00:00
nuclear2025,abroad-nores-low,wacc_8,electricity_supply,wind,CH,ses,TWh,annual,2050,0.0006770774122887,ses,2025-12-16 13:34:03.709003+00:00
nuclear2025,abroad-nores-low,wacc_8,electricity_supply,hydro_dam,CH,ses,TWh,annual,2050,20.0199604202795,ses,2025-12-16 13:34:03.709003+00:00
nuclear2025,abroad-nores-low,wacc_8,electricity_supply,hydro_ror,CH,ses,TWh,annual,2050,16.37999852471608,ses,2025-12-16 13:34:03.709003+00:00
nuclear2025,abroad-nores-low,wacc_8,electricity_supply,hydro,CH,ses,TWh,annual,2050,36.39995894499558,ses,2025-12-16 13:34:03.709003+00:00
nuclear2025,abroad-nores-low,wacc_8,electricity_supply,geothermal_pp,CH,ses,TWh,annual,2050,3.519354827907022e-05,ses,2025-12-16 13:34:03.709003+00:00
nuclear2025,abroad-nores-low,wacc_8,electricity_supply,nuclear,CH,ses,TWh,annual,2050,0.00020682756414,ses,2025-12-16 13:34:03.709003+00:00
nuclear2025,abroad-nores-low,wacc_8,electricity_supply,methane_pp,CH,ses,TWh,annual,2050,0.0020936410242483,ses,2025-12-16 13:34:03.709003+00:00
nuclear2025,abroad-nores-low,wacc_8,electricity_supply,methane_cc,CH,ses,TWh,annual,2050,0.0013803864055944,ses,2025-12-16 13:34:03.709003+00:00
