scenario,model,variable,unit,timeResolution,timestep,value
abroad-alone,SES-ETH,Electricity-consumption|Battery-in,GW,typical-day-summer,2050 14:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Battery-in,GW,typical-day-summer,2050 15:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Battery-in,GW,typical-day-summer,2050 16:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Battery-in,GW,typical-day-summer,2050 17:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Battery-in,GW,typical-day-summer,2050 18:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Battery-in,GW,typical-day-summer,2050 19:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Battery-in,GW,typical-day-summer,2050 20:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Battery-in,GW,typical-day-summer,2050 21:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Battery-in,GW,typical-day-summer,2050 22:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Battery-in,GW,typical-day-summer,2050 23:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 00:00,0.2699914
abroad-alone,SES-ETH,Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 01:00,0.2699914
abroad-alone,SES-ETH,Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 02:00,0.2699914
abroad-alone,SES-ETH,Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 03:00,0.2699914
abroad-alone,SES-ETH,Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 04:00,0.2699914
abroad-alone,SES-ETH,Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 05:00,0.2699914
abroad-alone,SES-ETH,Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 06:00,0.2699914
abroad-alone,SES-ETH,Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 07:00,3.7292113
abroad-alone,SES-ETH,Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 08:00,5.2699914
abroad-alone,SES-ETH,Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 09:00,4.442317
abroad-alone,SES-ETH,Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 10:00,5.2699914
abroad-alone,SES-ETH,Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 11:00,5.2699914
abroad-alone,SES-ETH,Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 12:00,5.2699914
abroad-alone,SES-ETH,Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 13:00,4.7402506
abroad-alone,SES-ETH,Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 14:00,5.2699914
abroad-alone,SES-ETH,Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 15:00,4.4887323
abroad-alone,SES-ETH,Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 16:00,0.2699914
abroad-alone,SES-ETH,Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 17:00,0.2699914
abroad-alone,SES-ETH,Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 18:00,0.2699914
abroad-alone,SES-ETH,Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 19:00,0.2699914
abroad-alone,SES-ETH,Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 20:00,0.2699914
abroad-alone,SES-ETH,Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 21:00,0.2699914
abroad-alone,SES-ETH,Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 22:00,0.2699914
abroad-alone,SES-ETH,Electricity-consumption|Battery-vehicles,GW,typical-day-summer,2050 23:00,0.2699914
abroad-alone,SES-ETH,Electricity-consumption|Electric heaters,GW,typical-day-summer,2050 00:00,1.3357006
abroad-alone,SES-ETH,Electricity-consumption|Electric heaters,GW,typical-day-summer,2050 01:00,1.3357006
abroad-alone,SES-ETH,Electricity-consumption|Electric heaters,GW,typical-day-summer,2050 02:00,1.3357006
abroad-alone,SES-ETH,Electricity-consumption|Electric heaters,GW,typical-day-summer,2050 03:00,1.3357006
abroad-alone,SES-ETH,Electricity-consumption|Electric heaters,GW,typical-day-summer,2050 04:00,1.3357006
abroad-alone,SES-ETH,Electricity-consumption|Electric heaters,GW,typical-day-summer,2050 05:00,1.3357006
abroad-alone,SES-ETH,Electricity-consumption|Electric heaters,GW,typical-day-summer,2050 06:00,1.3381373
abroad-alone,SES-ETH,Electricity-consumption|Electric heaters,GW,typical-day-summer,2050 07:00,1.3381373
abroad-alone,SES-ETH,Electricity-consumption|Electric heaters,GW,typical-day-summer,2050 08:00,1.3381373
abroad-alone,SES-ETH,Electricity-consumption|Electric heaters,GW,typical-day-summer,2050 09:00,1.3381373
abroad-alone,SES-ETH,Electricity-consumption|Electric heaters,GW,typical-day-summer,2050 10:00,1.3381373
abroad-alone,SES-ETH,Electricity-consumption|Electric heaters,GW,typical-day-summer,2050 11:00,1.3381373
abroad-alone,SES-ETH,Electricity-consumption|Electric heaters,GW,typical-day-summer,2050 12:00,1.3381373
abroad-alone,SES-ETH,Electricity-consumption|Electric heaters,GW,typical-day-summer,2050 13:00,1.3381373
abroad-alone,SES-ETH,Electricity-consumption|Electric heaters,GW,typical-day-summer,2050 14:00,1.3381373
abroad-alone,SES-ETH,Electricity-consumption|Electric heaters,GW,typical-day-summer,2050 15:00,1.3381373
abroad-alone,SES-ETH,Electricity-consumption|Electric heaters,GW,typical-day-summer,2050 16:00,1.3357006
abroad-alone,SES-ETH,Electricity-consumption|Electric heaters,GW,typical-day-summer,2050 17:00,1.3357006
abroad-alone,SES-ETH,Electricity-consumption|Electric heaters,GW,typical-day-summer,2050 18:00,1.3357006
abroad-alone,SES-ETH,Electricity-consumption|Electric heaters,GW,typical-day-summer,2050 19:00,1.3357006
abroad-alone,SES-ETH,Electricity-consumption|Electric heaters,GW,typical-day-summer,2050 20:00,1.3357006
abroad-alone,SES-ETH,Electricity-consumption|Electric heaters,GW,typical-day-summer,2050 21:00,1.3357006
abroad-alone,SES-ETH,Electricity-consumption|Electric heaters,GW,typical-day-summer,2050 22:00,1.3357006
abroad-alone,SES-ETH,Electricity-consumption|Electric heaters,GW,typical-day-summer,2050 23:00,1.3357006
abroad-alone,SES-ETH,Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 00:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 01:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 02:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 03:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 04:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 05:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 06:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 07:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 08:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 09:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 10:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 11:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 12:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 13:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 14:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 15:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 16:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 17:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 18:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 19:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 20:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 21:00,0.0
