scenario,model,variable,unit,timeResolution,timestep,value
abroad-alone,Empa,Electricity-consumption|Electric heaters,GW,typical-day-summer,2050 18:00,2.38115101
abroad-alone,Empa,Electricity-consumption|Electric heaters,GW,typical-day-summer,2050 19:00,1.756844432
abroad-alone,Empa,Electricity-consumption|Electric heaters,GW,typical-day-summer,2050 20:00,1.42806995
abroad-alone,Empa,Electricity-consumption|Electric heaters,GW,typical-day-summer,2050 21:00,0.997597658
abroad-alone,Empa,Electricity-consumption|Electric heaters,GW,typical-day-summer,2050 22:00,0.563526128
abroad-alone,Empa,Electricity-consumption|Electric heaters,GW,typical-day-summer,2050 23:00,0.361755893
abroad-alone,Empa,Electricity-consumption|Exports,GW,typical-day-summer,2050 00:00,2.500015485
abroad-alone,Empa,Electricity-consumption|Exports,GW,typical-day-summer,2050 01:00,2.500015485
abroad-alone,Empa,Electricity-consumption|Exports,GW,typical-day-summer,2050 02:00,2.500015485
abroad-alone,Empa,Electricity-consumption|Exports,GW,typical-day-summer,2050 03:00,2.500015485
abroad-alone,Empa,Electricity-consumption|Exports,GW,typical-day-summer,2050 04:00,2.36379293
abroad-alone,Empa,Electricity-consumption|Exports,GW,typical-day-summer,2050 05:00,1.753285794
abroad-alone,Empa,Electricity-consumption|Exports,GW,typical-day-summer,2050 06:00,0.746729692
abroad-alone,Empa,Electricity-consumption|Exports,GW,typical-day-summer,2050 07:00,0.180484349
abroad-alone,Empa,Electricity-consumption|Exports,GW,typical-day-summer,2050 08:00,0.242629392
abroad-alone,Empa,Electricity-consumption|Exports,GW,typical-day-summer,2050 09:00,0.569682271
abroad-alone,Empa,Electricity-consumption|Exports,GW,typical-day-summer,2050 10:00,0.811025473
abroad-alone,Empa,Electricity-consumption|Exports,GW,typical-day-summer,2050 11:00,1.047890563
abroad-alone,Empa,Electricity-consumption|Exports,GW,typical-day-summer,2050 12:00,1.365439714
abroad-alone,Empa,Electricity-consumption|Exports,GW,typical-day-summer,2050 13:00,1.470805612
abroad-alone,Empa,Electricity-consumption|Exports,GW,typical-day-summer,2050 14:00,1.122810322
abroad-alone,Empa,Electricity-consumption|Exports,GW,typical-day-summer,2050 15:00,0.478208292
abroad-alone,Empa,Electricity-consumption|Exports,GW,typical-day-summer,2050 16:00,0.213277641
abroad-alone,Empa,Electricity-consumption|Exports,GW,typical-day-summer,2050 17:00,0.690913422
abroad-alone,Empa,Electricity-consumption|Exports,GW,typical-day-summer,2050 18:00,1.622231848
abroad-alone,Empa,Electricity-consumption|Exports,GW,typical-day-summer,2050 19:00,2.197287339
abroad-alone,Empa,Electricity-consumption|Exports,GW,typical-day-summer,2050 20:00,2.36896154
abroad-alone,Empa,Electricity-consumption|Exports,GW,typical-day-summer,2050 21:00,2.444199216
abroad-alone,Empa,Electricity-consumption|Exports,GW,typical-day-summer,2050 22:00,2.489833173
abroad-alone,Empa,Electricity-consumption|Exports,GW,typical-day-summer,2050 23:00,2.500015485
abroad-alone,Empa,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 00:00,0.278028734
abroad-alone,Empa,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 01:00,0.278028734
abroad-alone,Empa,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 02:00,0.278028734
abroad-alone,Empa,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 03:00,0.278028734
abroad-alone,Empa,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 04:00,0.282972321
abroad-alone,Empa,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 05:00,0.305127939
abroad-alone,Empa,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 06:00,0.338611976
abroad-alone,Empa,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 07:00,0.341422222
abroad-alone,Empa,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 08:00,0.298319052
abroad-alone,Empa,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 09:00,0.242547686
abroad-alone,Empa,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 10:00,0.211237661
abroad-alone,Empa,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 11:00,0.193372497
abroad-alone,Empa,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 12:00,0.173317693
abroad-alone,Empa,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 13:00,0.161205527
abroad-alone,Empa,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 14:00,0.158723051
abroad-alone,Empa,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 15:00,0.159104973
abroad-alone,Empa,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 16:00,0.166882641
abroad-alone,Empa,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 17:00,0.200753246
abroad-alone,Empa,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 18:00,0.256511214
abroad-alone,Empa,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 19:00,0.291316221
abroad-alone,Empa,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 20:00,0.30121404
