scenario,model,variable,unit,timeResolution,timestep,value
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Nuclear,GW,typical-day-summer,2050 07:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Nuclear,GW,typical-day-summer,2050 08:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Nuclear,GW,typical-day-summer,2050 09:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Nuclear,GW,typical-day-summer,2050 10:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Nuclear,GW,typical-day-summer,2050 11:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Nuclear,GW,typical-day-summer,2050 12:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Nuclear,GW,typical-day-summer,2050 13:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Nuclear,GW,typical-day-summer,2050 14:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Nuclear,GW,typical-day-summer,2050 15:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Nuclear,GW,typical-day-summer,2050 16:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Nuclear,GW,typical-day-summer,2050 17:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Nuclear,GW,typical-day-summer,2050 18:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Nuclear,GW,typical-day-summer,2050 19:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Nuclear,GW,typical-day-summer,2050 20:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Nuclear,GW,typical-day-summer,2050 21:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Nuclear,GW,typical-day-summer,2050 22:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Nuclear,GW,typical-day-summer,2050 23:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Oil,GW,typical-day-summer,2050 00:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Oil,GW,typical-day-summer,2050 01:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Oil,GW,typical-day-summer,2050 02:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Oil,GW,typical-day-summer,2050 03:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Oil,GW,typical-day-summer,2050 04:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Oil,GW,typical-day-summer,2050 05:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Oil,GW,typical-day-summer,2050 06:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Oil,GW,typical-day-summer,2050 07:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Oil,GW,typical-day-summer,2050 08:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Oil,GW,typical-day-summer,2050 09:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Oil,GW,typical-day-summer,2050 10:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Oil,GW,typical-day-summer,2050 11:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Oil,GW,typical-day-summer,2050 12:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Oil,GW,typical-day-summer,2050 13:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Oil,GW,typical-day-summer,2050 14:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Oil,GW,typical-day-summer,2050 15:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Oil,GW,typical-day-summer,2050 16:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Oil,GW,typical-day-summer,2050 17:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Oil,GW,typical-day-summer,2050 18:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Oil,GW,typical-day-summer,2050 19:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Oil,GW,typical-day-summer,2050 20:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Oil,GW,typical-day-summer,2050 21:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Oil,GW,typical-day-summer,2050 22:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Oil,GW,typical-day-summer,2050 23:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|PHS-out,GW,typical-day-summer,2050 00:00,2.393232
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|PHS-out,GW,typical-day-summer,2050 01:00,1.555259
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|PHS-out,GW,typical-day-summer,2050 02:00,1.37115
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|PHS-out,GW,typical-day-summer,2050 03:00,1.557087
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|PHS-out,GW,typical-day-summer,2050 04:00,1.554171
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|PHS-out,GW,typical-day-summer,2050 05:00,0.15929
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|PHS-out,GW,typical-day-summer,2050 06:00,0.910459
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|PHS-out,GW,typical-day-summer,2050 07:00,0.00485169
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|PHS-out,GW,typical-day-summer,2050 08:00,0.00249214
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|PHS-out,GW,typical-day-summer,2050 09:00,0.00288172
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|PHS-out,GW,typical-day-summer,2050 10:00,0.00137859
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|PHS-out,GW,typical-day-summer,2050 11:00,0.00137889
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|PHS-out,GW,typical-day-summer,2050 12:00,0.00138697
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|PHS-out,GW,typical-day-summer,2050 13:00,0.00137986
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|PHS-out,GW,typical-day-summer,2050 14:00,0.00137206
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|PHS-out,GW,typical-day-summer,2050 15:00,0.00285936
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|PHS-out,GW,typical-day-summer,2050 16:00,0.0050842
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|PHS-out,GW,typical-day-summer,2050 17:00,0.0268294
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|PHS-out,GW,typical-day-summer,2050 18:00,0.0457019
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|PHS-out,GW,typical-day-summer,2050 19:00,1.55561
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|PHS-out,GW,typical-day-summer,2050 20:00,2.129914
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|PHS-out,GW,typical-day-summer,2050 21:00,1.558663
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|PHS-out,GW,typical-day-summer,2050 22:00,1.559563
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|PHS-out,GW,typical-day-summer,2050 23:00,1.628269
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Solar,GW,typical-day-summer,2050 00:00,0.009870195
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Solar,GW,typical-day-summer,2050 01:00,0.010030425
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Solar,GW,typical-day-summer,2050 02:00,0.010170726
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Solar,GW,typical-day-summer,2050 03:00,0.010527626
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Solar,GW,typical-day-summer,2050 04:00,0.112216926
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Solar,GW,typical-day-summer,2050 05:00,1.737965937
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Solar,GW,typical-day-summer,2050 06:00,5.804200975
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Solar,GW,typical-day-summer,2050 07:00,10.82919499
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Solar,GW,typical-day-summer,2050 08:00,13.69332299
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Solar,GW,typical-day-summer,2050 09:00,14.47018999
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Solar,GW,typical-day-summer,2050 10:00,15.841289
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Solar,GW,typical-day-summer,2050 11:00,16.165753
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Solar,GW,typical-day-summer,2050 12:00,16.749096
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Solar,GW,typical-day-summer,2050 13:00,16.82083
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Solar,GW,typical-day-summer,2050 14:00,15.213432
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Solar,GW,typical-day-summer,2050 15:00,14.44340599
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Solar,GW,typical-day-summer,2050 16:00,13.94690899
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Solar,GW,typical-day-summer,2050 17:00,10.78077198
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Solar,GW,typical-day-summer,2050 18:00,5.16576296
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Solar,GW,typical-day-summer,2050 19:00,1.637626943
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Solar,GW,typical-day-summer,2050 20:00,0.168802933
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Solar,GW,typical-day-summer,2050 21:00,0.010028234
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Solar,GW,typical-day-summer,2050 22:00,0.011218226
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Solar,GW,typical-day-summer,2050 23:00,0.010876825
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Total,GW,typical-day-summer,2050 00:00,9.751322
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Total,GW,typical-day-summer,2050 01:00,9.14157
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Total,GW,typical-day-summer,2050 02:00,8.643834
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Total,GW,typical-day-summer,2050 03:00,8.357571
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Total,GW,typical-day-summer,2050 04:00,8.597072
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Total,GW,typical-day-summer,2050 05:00,8.835857
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Total,GW,typical-day-summer,2050 06:00,11.859411
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Total,GW,typical-day-summer,2050 07:00,14.214656
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Total,GW,typical-day-summer,2050 08:00,15.856501
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Total,GW,typical-day-summer,2050 09:00,16.425482
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Total,GW,typical-day-summer,2050 10:00,17.931848
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Total,GW,typical-day-summer,2050 11:00,18.167955
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Total,GW,typical-day-summer,2050 12:00,18.864432
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Total,GW,typical-day-summer,2050 13:00,18.858984
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Total,GW,typical-day-summer,2050 14:00,17.693976
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Total,GW,typical-day-summer,2050 15:00,16.899674
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Total,GW,typical-day-summer,2050 16:00,17.358915
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Total,GW,typical-day-summer,2050 17:00,15.700785
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Total,GW,typical-day-summer,2050 18:00,12.487889
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Total,GW,typical-day-summer,2050 19:00,11.57137
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Total,GW,typical-day-summer,2050 20:00,11.660735
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Total,GW,typical-day-summer,2050 21:00,11.134356
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Total,GW,typical-day-summer,2050 22:00,10.40196
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Total,GW,typical-day-summer,2050 23:00,10.392438
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Waste,GW,typical-day-summer,2050 00:00,0.174787
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Waste,GW,typical-day-summer,2050 01:00,0.174787
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Waste,GW,typical-day-summer,2050 02:00,0.174785
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Waste,GW,typical-day-summer,2050 03:00,0.174604
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Waste,GW,typical-day-summer,2050 04:00,0.168121
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Waste,GW,typical-day-summer,2050 05:00,0.13604
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Waste,GW,typical-day-summer,2050 06:00,0.0789954
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Waste,GW,typical-day-summer,2050 07:00,0.0283551
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Waste,GW,typical-day-summer,2050 08:00,0.0013592
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Waste,GW,typical-day-summer,2050 09:00,0.0118
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Waste,GW,typical-day-summer,2050 10:00,0.0118535
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Waste,GW,typical-day-summer,2050 11:00,0.0118535
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Waste,GW,typical-day-summer,2050 12:00,0.0118538
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Waste,GW,typical-day-summer,2050 13:00,0.0118526
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Waste,GW,typical-day-summer,2050 14:00,0.0118508
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Waste,GW,typical-day-summer,2050 15:00,0.012635
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Waste,GW,typical-day-summer,2050 16:00,0.0492963
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Waste,GW,typical-day-summer,2050 17:00,0.10018
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Waste,GW,typical-day-summer,2050 18:00,0.157012
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Waste,GW,typical-day-summer,2050 19:00,0.168362
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Waste,GW,typical-day-summer,2050 20:00,0.174439
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Waste,GW,typical-day-summer,2050 21:00,0.174786
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Waste,GW,typical-day-summer,2050 22:00,0.174787
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Waste,GW,typical-day-summer,2050 23:00,0.174787
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wind,GW,typical-day-summer,2050 00:00,0.414399
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wind,GW,typical-day-summer,2050 01:00,0.848207
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wind,GW,typical-day-summer,2050 02:00,0.82441
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wind,GW,typical-day-summer,2050 03:00,0.453625
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wind,GW,typical-day-summer,2050 04:00,0.759771
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wind,GW,typical-day-summer,2050 05:00,1.055943
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wind,GW,typical-day-summer,2050 06:00,0.792404
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wind,GW,typical-day-summer,2050 07:00,0.769731
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wind,GW,typical-day-summer,2050 08:00,0.482526
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wind,GW,typical-day-summer,2050 09:00,0.435866
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wind,GW,typical-day-summer,2050 10:00,0.691076
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wind,GW,typical-day-summer,2050 11:00,0.618404
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wind,GW,typical-day-summer,2050 12:00,0.757448
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wind,GW,typical-day-summer,2050 13:00,0.661934
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wind,GW,typical-day-summer,2050 14:00,1.080636
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wind,GW,typical-day-summer,2050 15:00,0.988298
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wind,GW,typical-day-summer,2050 16:00,1.102313
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wind,GW,typical-day-summer,2050 17:00,0.406695
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wind,GW,typical-day-summer,2050 18:00,0.694031
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wind,GW,typical-day-summer,2050 19:00,0.662521
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wind,GW,typical-day-summer,2050 20:00,0.577977
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wind,GW,typical-day-summer,2050 21:00,1.097395
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wind,GW,typical-day-summer,2050 22:00,1.020017
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wind,GW,typical-day-summer,2050 23:00,0.922767
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wood,GW,typical-day-summer,2050 00:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wood,GW,typical-day-summer,2050 01:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wood,GW,typical-day-summer,2050 02:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wood,GW,typical-day-summer,2050 03:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wood,GW,typical-day-summer,2050 04:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wood,GW,typical-day-summer,2050 05:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wood,GW,typical-day-summer,2050 06:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wood,GW,typical-day-summer,2050 07:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wood,GW,typical-day-summer,2050 08:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wood,GW,typical-day-summer,2050 09:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wood,GW,typical-day-summer,2050 10:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wood,GW,typical-day-summer,2050 11:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wood,GW,typical-day-summer,2050 12:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wood,GW,typical-day-summer,2050 13:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wood,GW,typical-day-summer,2050 14:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wood,GW,typical-day-summer,2050 15:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wood,GW,typical-day-summer,2050 16:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wood,GW,typical-day-summer,2050 17:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wood,GW,typical-day-summer,2050 18:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wood,GW,typical-day-summer,2050 19:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wood,GW,typical-day-summer,2050 20:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wood,GW,typical-day-summer,2050 21:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wood,GW,typical-day-summer,2050 22:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-supply|Wood,GW,typical-day-summer,2050 23:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Base,GW,typical-day-winter,2050 00:00,5.54974822
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Base,GW,typical-day-winter,2050 01:00,5.41781277
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Base,GW,typical-day-winter,2050 02:00,5.5499852
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Base,GW,typical-day-winter,2050 03:00,5.6112713
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Base,GW,typical-day-winter,2050 04:00,5.7933787
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Base,GW,typical-day-winter,2050 05:00,5.44752991
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Base,GW,typical-day-winter,2050 06:00,5.18509161
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Base,GW,typical-day-winter,2050 07:00,5.70861539
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Base,GW,typical-day-winter,2050 08:00,6.06503802
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Base,GW,typical-day-winter,2050 09:00,7.317757
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Base,GW,typical-day-winter,2050 10:00,7.412577
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Base,GW,typical-day-winter,2050 11:00,8.2136592
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Base,GW,typical-day-winter,2050 12:00,8.248931
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Base,GW,typical-day-winter,2050 13:00,8.31067541
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Base,GW,typical-day-winter,2050 14:00,6.95532509
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Base,GW,typical-day-winter,2050 15:00,6.63713667
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Base,GW,typical-day-winter,2050 16:00,6.41833242
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Base,GW,typical-day-winter,2050 17:00,6.41714697
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Base,GW,typical-day-winter,2050 18:00,6.36234866
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Base,GW,typical-day-winter,2050 19:00,6.53983703
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Base,GW,typical-day-winter,2050 20:00,6.20868504
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Base,GW,typical-day-winter,2050 21:00,5.16677183
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Base,GW,typical-day-winter,2050 22:00,4.857953
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Base,GW,typical-day-winter,2050 23:00,4.855392
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Battery-in,GW,typical-day-winter,2050 00:00,0.00204532
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Battery-in,GW,typical-day-winter,2050 01:00,0.00186605
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Battery-in,GW,typical-day-winter,2050 02:00,0.00094716
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Battery-in,GW,typical-day-winter,2050 03:00,0.00201177
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Battery-in,GW,typical-day-winter,2050 04:00,0.00336851
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Battery-in,GW,typical-day-winter,2050 05:00,0.00152228
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Battery-in,GW,typical-day-winter,2050 06:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Battery-in,GW,typical-day-winter,2050 07:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Battery-in,GW,typical-day-winter,2050 08:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Battery-in,GW,typical-day-winter,2050 09:00,0.268842
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Battery-in,GW,typical-day-winter,2050 10:00,0.663383
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Battery-in,GW,typical-day-winter,2050 11:00,0.954765
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Battery-in,GW,typical-day-winter,2050 12:00,0.963416
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Battery-in,GW,typical-day-winter,2050 13:00,0.933631
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Battery-in,GW,typical-day-winter,2050 14:00,0.949485
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Battery-in,GW,typical-day-winter,2050 15:00,0.688144
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Battery-in,GW,typical-day-winter,2050 16:00,0.146936
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Battery-in,GW,typical-day-winter,2050 17:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Battery-in,GW,typical-day-winter,2050 18:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Battery-in,GW,typical-day-winter,2050 19:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Battery-in,GW,typical-day-winter,2050 20:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Battery-in,GW,typical-day-winter,2050 21:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Battery-in,GW,typical-day-winter,2050 22:00,0.0010621
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Battery-in,GW,typical-day-winter,2050 23:00,0.00263767
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Battery-vehicles,GW,typical-day-winter,2050 00:00,2.1511166
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Battery-vehicles,GW,typical-day-winter,2050 01:00,1.9874396
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Battery-vehicles,GW,typical-day-winter,2050 02:00,1.6187779
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Battery-vehicles,GW,typical-day-winter,2050 03:00,1.1223691
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Battery-vehicles,GW,typical-day-winter,2050 04:00,0.8337902
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Battery-vehicles,GW,typical-day-winter,2050 05:00,0.3005255
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Battery-vehicles,GW,typical-day-winter,2050 06:00,0.0
abroad-alone,"Nexus-e+
EP2050+",Electricity-consumption|Battery-vehicles,GW,typical-day-winter,2050 07:00,0.0
